KomKode;Y;X;KmsCellId;NBefPer;Dagbefolk
101;6173550;719150;100M_61735_7191;21;110
101;6173550;719250;100M_61735_7192;65;4
101;6173550;719350;100M_61735_7193;117;4
101;6173550;719450;100M_61735_7194;57;36
101;6173550;719550;100M_61735_7195;31;2
101;6173550;719650;100M_61735_7196;246;4
101;6173550;719750;100M_61735_7197;35;1
101;6173550;720550;100M_61735_7205;0;349
101;6173550;720650;100M_61735_7206;0;93
101;6173550;720750;100M_61735_7207;146;4
101;6173550;720850;100M_61735_7208;233;20
101;6173550;720950;100M_61735_7209;211;223
101;6173550;721050;100M_61735_7210;0;208
101;6173550;721350;100M_61735_7213;107;11
101;6173550;721450;100M_61735_7214;59;241
101;6173550;721550;100M_61735_7215;55;1
101;6173550;721650;100M_61735_7216;80;1
101;6173550;722350;100M_61735_7223;140;15
101;6173550;722450;100M_61735_7224;273;7
101;6173550;722550;100M_61735_7225;140;11
101;6173550;723050;100M_61735_7230;3;2
101;6173550;723150;100M_61735_7231;93;0
101;6173550;723250;100M_61735_7232;123;26
101;6173550;723350;100M_61735_7233;0;0
101;6173550;724350;100M_61735_7243;145;4
101;6173550;724450;100M_61735_7244;62;3
101;6173550;725850;100M_61735_7258;2;0
101;6173550;726150;100M_61735_7261;86;1
101;6173550;726250;100M_61735_7262;0;775
101;6173550;726450;100M_61735_7264;21;0
101;6173550;726550;100M_61735_7265;280;4
101;6173550;726650;100M_61735_7266;410;12
101;6173550;726750;100M_61735_7267;47;0
101;6173550;726850;100M_61735_7268;72;4
101;6173550;726950;100M_61735_7269;13;0
101;6173550;727050;100M_61735_7270;15;344
101;6173550;727150;100M_61735_7271;279;127
101;6173550;727250;100M_61735_7272;378;20
101;6173550;727350;100M_61735_7273;388;3
101;6173550;727450;100M_61735_7274;398;25
101;6173550;727550;100M_61735_7275;198;3
101;6173550;727650;100M_61735_7276;50;3
101;6173550;727750;100M_61735_7277;89;9
101;6173550;727850;100M_61735_7278;115;11
101;6173550;727950;100M_61735_7279;117;52
101;6173550;728050;100M_61735_7280;58;0
101;6173550;728150;100M_61735_7281;43;8
101;6173550;728250;100M_61735_7282;48;1
101;6173550;728350;100M_61735_7283;58;2
101;6173550;728450;100M_61735_7284;40;0
101;6173550;728550;100M_61735_7285;33;2
101;6173550;728650;100M_61735_7286;31;0
101;6173550;728750;100M_61735_7287;44;5
101;6173550;728850;100M_61735_7288;47;1
169;6173650;699350;100M_61736_6993;0;15
169;6173650;703550;100M_61736_7035;6;1
169;6173650;704150;100M_61736_7041;4;0
165;6173650;709250;100M_61736_7092;19;0
165;6173650;709350;100M_61736_7093;27;2
165;6173650;709450;100M_61736_7094;38;0
165;6173650;709550;100M_61736_7095;50;0
165;6173650;709650;100M_61736_7096;22;0
165;6173650;709750;100M_61736_7097;28;0
165;6173650;709850;100M_61736_7098;19;0
165;6173650;709950;100M_61736_7099;12;25
165;6173650;710150;100M_61736_7101;0;38
165;6173650;710250;100M_61736_7102;0;65
165;6173650;710650;100M_61736_7106;17;0
165;6173650;710750;100M_61736_7107;5;0
165;6173650;710850;100M_61736_7108;4;0
165;6173650;710950;100M_61736_7109;26;0
165;6173650;711050;100M_61736_7110;7;9
165;6173650;711150;100M_61736_7111;63;1
165;6173650;711550;100M_61736_7115;0;351
165;6173650;711950;100M_61736_7119;0;58
161;6173650;712150;100M_61736_7121;0;2
161;6173650;712350;100M_61736_7123;0;280
161;6173650;712450;100M_61736_7124;0;592
161;6173650;712550;100M_61736_7125;0;27
161;6173650;712650;100M_61736_7126;0;1
161;6173650;712750;100M_61736_7127;0;29
161;6173650;712850;100M_61736_7128;2;85
161;6173650;712950;100M_61736_7129;0;16
161;6173650;713050;100M_61736_7130;0;137
161;6173650;713450;100M_61736_7134;0;0
161;6173650;713650;100M_61736_7136;0;175
161;6173650;713750;100M_61736_7137;0;161
161;6173650;713850;100M_61736_7138;55;4
161;6173650;713950;100M_61736_7139;29;5
161;6173650;714050;100M_61736_7140;58;33
161;6173650;714150;100M_61736_7141;167;2
161;6173650;714250;100M_61736_7142;125;3
161;6173650;714350;100M_61736_7143;37;1
161;6173650;714450;100M_61736_7144;34;1
161;6173650;714550;100M_61736_7145;17;0
161;6173650;714650;100M_61736_7146;31;15
153;6173650;715050;100M_61736_7150;0;4
153;6173650;715150;100M_61736_7151;0;2
153;6173650;715250;100M_61736_7152;0;787
153;6173650;715550;100M_61736_7155;35;1
153;6173650;715650;100M_61736_7156;31;0
153;6173650;715750;100M_61736_7157;32;0
153;6173650;715850;100M_61736_7158;43;1
153;6173650;715950;100M_61736_7159;20;0
153;6173650;716050;100M_61736_7160;10;0
153;6173650;716150;100M_61736_7161;0;0
153;6173650;716250;100M_61736_7162;37;23
153;6173650;716350;100M_61736_7163;47;0
153;6173650;716750;100M_61736_7167;9;0
153;6173650;716850;100M_61736_7168;34;4
153;6173650;716950;100M_61736_7169;28;1
153;6173650;717050;100M_61736_7170;57;0
153;6173650;717150;100M_61736_7171;29;3
167;6173650;717650;100M_61736_7176;20;0
167;6173650;717750;100M_61736_7177;30;0
167;6173650;717850;100M_61736_7178;36;1
167;6173650;717950;100M_61736_7179;30;1
167;6173650;718050;100M_61736_7180;31;21
167;6173650;718150;100M_61736_7181;33;1
167;6173650;718250;100M_61736_7182;40;9
167;6173650;718350;100M_61736_7183;176;2
167;6173650;718450;100M_61736_7184;107;40
167;6173650;718550;100M_61736_7185;29;1
167;6173650;718650;100M_61736_7186;25;1
101;6173650;718850;100M_61736_7188;37;2
101;6173650;718950;100M_61736_7189;68;1
101;6173650;719050;100M_61736_7190;36;0
101;6173650;719150;100M_61736_7191;63;0
101;6173650;719250;100M_61736_7192;19;0
101;6173650;719350;100M_61736_7193;24;0
101;6173650;719450;100M_61736_7194;33;37
101;6173650;719550;100M_61736_7195;64;1
101;6173650;719650;100M_61736_7196;59;3
101;6173650;719750;100M_61736_7197;114;0
101;6173650;720350;100M_61736_7203;18;308
101;6173650;720450;100M_61736_7204;151;84
101;6173650;720550;100M_61736_7205;12;562
101;6173650;720650;100M_61736_7206;8;27
101;6173650;720750;100M_61736_7207;74;1
101;6173650;720850;100M_61736_7208;225;9
101;6173650;720950;100M_61736_7209;115;234
101;6173650;721250;100M_61736_7212;0;1365
101;6173650;721450;100M_61736_7214;84;3
101;6173650;721550;100M_61736_7215;54;23
101;6173650;721650;100M_61736_7216;182;3
101;6173650;721750;100M_61736_7217;20;38
101;6173650;722350;100M_61736_7223;85;29
101;6173650;722450;100M_61736_7224;172;405
101;6173650;722550;100M_61736_7225;246;10
101;6173650;723350;100M_61736_7233;0;2
101;6173650;724350;100M_61736_7243;51;0
101;6173650;724450;100M_61736_7244;22;3
101;6173650;724550;100M_61736_7245;0;60
101;6173650;725850;100M_61736_7258;246;0
101;6173650;725950;100M_61736_7259;36;0
101;6173650;726050;100M_61736_7260;0;43
101;6173650;726150;100M_61736_7261;368;3
101;6173650;726350;100M_61736_7263;0;66
101;6173650;726450;100M_61736_7264;82;36
101;6173650;726550;100M_61736_7265;181;22
101;6173650;726650;100M_61736_7266;254;2
101;6173650;726750;100M_61736_7267;144;13
101;6173650;726850;100M_61736_7268;68;0
101;6173650;726950;100M_61736_7269;68;1
101;6173650;727050;100M_61736_7270;81;71
101;6173650;727150;100M_61736_7271;503;22
101;6173650;727250;100M_61736_7272;303;10
101;6173650;727350;100M_61736_7273;370;14
101;6173650;727450;100M_61736_7274;390;10
101;6173650;727550;100M_61736_7275;264;13
101;6173650;727650;100M_61736_7276;0;8
101;6173650;727750;100M_61736_7277;0;454
101;6173650;727850;100M_61736_7278;34;2
101;6173650;727950;100M_61736_7279;74;8
101;6173650;728050;100M_61736_7280;53;0
101;6173650;728150;100M_61736_7281;49;1
101;6173650;728250;100M_61736_7282;44;1
101;6173650;728350;100M_61736_7283;39;0
101;6173650;728450;100M_61736_7284;25;0
101;6173650;728550;100M_61736_7285;19;1
101;6173650;728650;100M_61736_7286;15;0
101;6173650;728750;100M_61736_7287;16;2
101;6173650;728850;100M_61736_7288;9;2
169;6173750;701950;100M_61737_7019;3;0
169;6173750;703050;100M_61737_7030;5;0
169;6173750;703250;100M_61737_7032;2;5
169;6173750;703350;100M_61737_7033;5;0
169;6173750;703550;100M_61737_7035;2;0
169;6173750;703650;100M_61737_7036;7;1
169;6173750;703750;100M_61737_7037;2;0
169;6173750;703950;100M_61737_7039;3;2
169;6173750;704350;100M_61737_7043;2;0
169;6173750;704750;100M_61737_7047;8;0
169;6173750;705650;100M_61737_7056;0;0
169;6173750;706150;100M_61737_7061;2;0
169;6173750;706350;100M_61737_7063;3;5
165;6173750;709250;100M_61737_7092;39;0
165;6173750;709350;100M_61737_7093;26;2
165;6173750;709450;100M_61737_7094;43;2
165;6173750;709550;100M_61737_7095;38;0
165;6173750;709650;100M_61737_7096;34;0
165;6173750;709750;100M_61737_7097;24;2
165;6173750;709850;100M_61737_7098;28;0
165;6173750;709950;100M_61737_7099;3;1
165;6173750;710050;100M_61737_7100;4;0
165;6173750;710250;100M_61737_7102;17;74
165;6173750;710350;100M_61737_7103;18;0
165;6173750;710450;100M_61737_7104;0;242
165;6173750;710550;100M_61737_7105;0;60
165;6173750;710650;100M_61737_7106;25;0
165;6173750;710750;100M_61737_7107;17;0
165;6173750;710850;100M_61737_7108;86;0
165;6173750;710950;100M_61737_7109;132;0
165;6173750;711050;100M_61737_7110;61;7
165;6173750;711150;100M_61737_7111;16;29
165;6173750;711250;100M_61737_7112;0;109
165;6173750;711350;100M_61737_7113;0;38
165;6173750;711450;100M_61737_7114;0;22
165;6173750;711550;100M_61737_7115;0;62
161;6173750;712150;100M_61737_7121;0;147
161;6173750;712250;100M_61737_7122;0;8
161;6173750;712350;100M_61737_7123;0;8
161;6173750;712450;100M_61737_7124;0;143
161;6173750;712850;100M_61737_7128;9;62
161;6173750;712950;100M_61737_7129;14;1
161;6173750;713250;100M_61737_7132;11;1
161;6173750;713350;100M_61737_7133;20;0
161;6173750;713450;100M_61737_7134;25;5
161;6173750;713750;100M_61737_7137;0;152
161;6173750;713850;100M_61737_7138;90;6
161;6173750;713950;100M_61737_7139;73;17
161;6173750;714050;100M_61737_7140;11;3
161;6173750;714150;100M_61737_7141;134;49
161;6173750;714250;100M_61737_7142;62;37
161;6173750;714350;100M_61737_7143;32;2
161;6173750;714450;100M_61737_7144;27;2
161;6173750;714550;100M_61737_7145;34;1
161;6173750;714650;100M_61737_7146;31;1
161;6173750;714750;100M_61737_7147;32;1
153;6173750;714950;100M_61737_7149;0;11
153;6173750;715050;100M_61737_7150;0;1
153;6173750;715150;100M_61737_7151;0;23
153;6173750;715550;100M_61737_7155;29;0
153;6173750;715650;100M_61737_7156;19;0
153;6173750;715750;100M_61737_7157;55;2
153;6173750;715850;100M_61737_7158;31;1
153;6173750;715950;100M_61737_7159;54;0
153;6173750;716050;100M_61737_7160;29;2
153;6173750;716150;100M_61737_7161;48;3
153;6173750;716250;100M_61737_7162;55;2
153;6173750;716350;100M_61737_7163;50;0
153;6173750;716450;100M_61737_7164;2;0
153;6173750;716550;100M_61737_7165;11;0
153;6173750;716650;100M_61737_7166;93;0
153;6173750;717050;100M_61737_7170;43;1
153;6173750;717150;100M_61737_7171;44;0
167;6173750;717750;100M_61737_7177;12;0
167;6173750;717850;100M_61737_7178;18;0
167;6173750;717950;100M_61737_7179;42;1
167;6173750;718050;100M_61737_7180;32;1
167;6173750;718150;100M_61737_7181;44;0
167;6173750;718250;100M_61737_7182;25;0
167;6173750;718350;100M_61737_7183;29;3
167;6173750;718450;100M_61737_7184;100;4
167;6173750;718550;100M_61737_7185;46;4
167;6173750;718650;100M_61737_7186;13;347
101;6173750;718850;100M_61737_7188;58;0
101;6173750;718950;100M_61737_7189;39;1
101;6173750;719050;100M_61737_7190;107;1
101;6173750;719150;100M_61737_7191;31;520
101;6173750;719350;100M_61737_7193;42;2
101;6173750;719450;100M_61737_7194;52;0
101;6173750;719550;100M_61737_7195;142;3
101;6173750;719650;100M_61737_7196;185;3
101;6173750;719750;100M_61737_7197;157;15
101;6173750;719850;100M_61737_7198;152;3
101;6173750;720250;100M_61737_7202;39;211
101;6173750;720350;100M_61737_7203;234;1
101;6173750;720450;100M_61737_7204;165;11
101;6173750;720550;100M_61737_7205;151;1
101;6173750;720650;100M_61737_7206;0;168
101;6173750;720750;100M_61737_7207;34;2
101;6173750;720850;100M_61737_7208;211;53
101;6173750;720950;100M_61737_7209;257;22
101;6173750;721050;100M_61737_7210;321;18
101;6173750;721150;100M_61737_7211;61;0
101;6173750;721250;100M_61737_7212;0;264
101;6173750;721350;100M_61737_7213;0;386
101;6173750;721450;100M_61737_7214;92;5
101;6173750;721550;100M_61737_7215;95;10
101;6173750;721650;100M_61737_7216;260;3
101;6173750;721750;100M_61737_7217;10;19
101;6173750;722150;100M_61737_7221;1;0
101;6173750;722250;100M_61737_7222;50;0
101;6173750;722350;100M_61737_7223;163;21
101;6173750;722450;100M_61737_7224;336;7
101;6173750;722550;100M_61737_7225;357;11
101;6173750;722650;100M_61737_7226;45;9
101;6173750;722850;100M_61737_7228;86;0
101;6173750;723350;100M_61737_7233;0;50
101;6173750;723850;100M_61737_7238;0;2
101;6173750;724450;100M_61737_7244;21;2
101;6173750;724550;100M_61737_7245;0;48
101;6173750;725850;100M_61737_7258;268;0
101;6173750;725950;100M_61737_7259;138;1
101;6173750;726050;100M_61737_7260;134;204
101;6173750;726150;100M_61737_7261;318;5
101;6173750;726250;100M_61737_7262;219;8
101;6173750;726350;100M_61737_7263;147;0
101;6173750;726450;100M_61737_7264;196;39
101;6173750;726550;100M_61737_7265;193;11
101;6173750;726650;100M_61737_7266;71;0
101;6173750;726750;100M_61737_7267;51;170
101;6173750;726850;100M_61737_7268;115;7
101;6173750;726950;100M_61737_7269;60;9
101;6173750;727050;100M_61737_7270;290;101
101;6173750;727150;100M_61737_7271;359;4
101;6173750;727250;100M_61737_7272;265;9
101;6173750;727350;100M_61737_7273;90;16
101;6173750;727450;100M_61737_7274;109;3
101;6173750;727550;100M_61737_7275;25;0
101;6173750;727850;100M_61737_7278;25;0
101;6173750;727950;100M_61737_7279;44;1
101;6173750;728050;100M_61737_7280;37;0
101;6173750;728150;100M_61737_7281;26;0
101;6173750;728250;100M_61737_7282;38;0
101;6173750;728350;100M_61737_7283;40;24
101;6173750;728450;100M_61737_7284;36;0
101;6173750;728550;100M_61737_7285;51;1
101;6173750;728650;100M_61737_7286;50;7
101;6173750;728750;100M_61737_7287;32;1
101;6173750;728850;100M_61737_7288;10;2
169;6173850;701850;100M_61738_7018;8;17
169;6173850;702650;100M_61738_7026;2;0
169;6173850;702750;100M_61738_7027;5;0
169;6173850;702950;100M_61738_7029;8;1
169;6173850;703050;100M_61738_7030;2;3
169;6173850;706150;100M_61738_7061;5;0
169;6173850;706350;100M_61738_7063;1;1
169;6173850;706450;100M_61738_7064;2;0
169;6173850;706650;100M_61738_7066;6;53
169;6173850;706850;100M_61738_7068;3;0
165;6173850;709150;100M_61738_7091;2;0
165;6173850;709250;100M_61738_7092;38;2
165;6173850;709350;100M_61738_7093;28;0
165;6173850;709450;100M_61738_7094;44;0
165;6173850;709550;100M_61738_7095;29;0
165;6173850;709650;100M_61738_7096;23;2
165;6173850;709750;100M_61738_7097;21;1
165;6173850;709850;100M_61738_7098;34;11
165;6173850;709950;100M_61738_7099;3;63
165;6173850;710150;100M_61738_7101;67;3
165;6173850;710250;100M_61738_7102;110;3
165;6173850;710350;100M_61738_7103;80;1
165;6173850;710650;100M_61738_7106;28;2
165;6173850;710750;100M_61738_7107;25;0
165;6173850;710850;100M_61738_7108;129;3
165;6173850;710950;100M_61738_7109;127;5
165;6173850;711050;100M_61738_7110;33;0
165;6173850;711150;100M_61738_7111;13;0
165;6173850;711450;100M_61738_7114;0;45
165;6173850;711550;100M_61738_7115;0;111
165;6173850;711650;100M_61738_7116;0;492
165;6173850;711750;100M_61738_7117;0;8
165;6173850;711850;100M_61738_7118;0;106
165;6173850;711950;100M_61738_7119;0;27
161;6173850;712250;100M_61738_7122;0;134
161;6173850;712350;100M_61738_7123;0;68
161;6173850;712450;100M_61738_7124;0;54
161;6173850;712550;100M_61738_7125;0;31
161;6173850;712650;100M_61738_7126;0;96
161;6173850;712850;100M_61738_7128;27;1
161;6173850;712950;100M_61738_7129;13;0
161;6173850;713050;100M_61738_7130;43;1
161;6173850;713150;100M_61738_7131;75;3
161;6173850;713250;100M_61738_7132;81;2
161;6173850;713350;100M_61738_7133;47;0
161;6173850;713450;100M_61738_7134;24;25
161;6173850;713550;100M_61738_7135;39;404
161;6173850;713650;100M_61738_7136;98;1
161;6173850;713750;100M_61738_7137;9;10
161;6173850;713850;100M_61738_7138;47;13
161;6173850;713950;100M_61738_7139;39;9
161;6173850;714050;100M_61738_7140;0;61
161;6173850;714150;100M_61738_7141;97;2
161;6173850;714350;100M_61738_7143;32;1
161;6173850;714450;100M_61738_7144;36;0
161;6173850;714550;100M_61738_7145;33;1
161;6173850;714650;100M_61738_7146;19;0
161;6173850;714750;100M_61738_7147;42;0
153;6173850;714950;100M_61738_7149;0;33
153;6173850;715050;100M_61738_7150;0;6
153;6173850;715550;100M_61738_7155;10;0
153;6173850;715650;100M_61738_7156;32;0
153;6173850;715750;100M_61738_7157;55;4
153;6173850;715850;100M_61738_7158;36;0
153;6173850;715950;100M_61738_7159;35;0
153;6173850;716050;100M_61738_7160;17;1
153;6173850;716150;100M_61738_7161;43;1
153;6173850;716250;100M_61738_7162;21;3
153;6173850;716350;100M_61738_7163;28;0
153;6173850;716450;100M_61738_7164;10;6
153;6173850;716550;100M_61738_7165;56;14
153;6173850;716650;100M_61738_7166;63;1
153;6173850;716750;100M_61738_7167;77;0
153;6173850;716950;100M_61738_7169;0;1021
153;6173850;717050;100M_61738_7170;77;2
153;6173850;717150;100M_61738_7171;51;0
167;6173850;717450;100M_61738_7174;126;6
167;6173850;717550;100M_61738_7175;50;0
167;6173850;717650;100M_61738_7176;36;1
167;6173850;717750;100M_61738_7177;27;0
167;6173850;717850;100M_61738_7178;46;16
167;6173850;717950;100M_61738_7179;48;2
167;6173850;718050;100M_61738_7180;45;1
167;6173850;718150;100M_61738_7181;50;1
167;6173850;718250;100M_61738_7182;33;0
167;6173850;718350;100M_61738_7183;12;1
167;6173850;718450;100M_61738_7184;20;137
167;6173850;718550;100M_61738_7185;9;3
101;6173850;718850;100M_61738_7188;120;0
101;6173850;718950;100M_61738_7189;154;7
101;6173850;719050;100M_61738_7190;150;26
101;6173850;719150;100M_61738_7191;48;10
101;6173850;719250;100M_61738_7192;47;5
101;6173850;719350;100M_61738_7193;45;3
101;6173850;719450;100M_61738_7194;42;1
101;6173850;719550;100M_61738_7195;51;3
101;6173850;719650;100M_61738_7196;59;2
101;6173850;719750;100M_61738_7197;80;8
101;6173850;719950;100M_61738_7199;11;0
101;6173850;720050;100M_61738_7200;46;3
101;6173850;720150;100M_61738_7201;4;0
101;6173850;720250;100M_61738_7202;76;0
101;6173850;720350;100M_61738_7203;39;53
101;6173850;720450;100M_61738_7204;159;2
101;6173850;720550;100M_61738_7205;177;66
101;6173850;720650;100M_61738_7206;171;0
101;6173850;720750;100M_61738_7207;0;961
101;6173850;720850;100M_61738_7208;317;4
101;6173850;720950;100M_61738_7209;281;0
101;6173850;721050;100M_61738_7210;144;222
101;6173850;721150;100M_61738_7211;0;0
101;6173850;721350;100M_61738_7213;8;107
101;6173850;721450;100M_61738_7214;39;1
101;6173850;721550;100M_61738_7215;88;10
101;6173850;721650;100M_61738_7216;152;2
101;6173850;721750;100M_61738_7217;50;2
101;6173850;722250;100M_61738_7222;17;43
101;6173850;722350;100M_61738_7223;48;0
101;6173850;722450;100M_61738_7224;25;0
101;6173850;722550;100M_61738_7225;0;11
101;6173850;722650;100M_61738_7226;170;5
101;6173850;723150;100M_61738_7231;2;1
101;6173850;723650;100M_61738_7236;0;157
101;6173850;724450;100M_61738_7244;185;8
101;6173850;724550;100M_61738_7245;203;4
101;6173850;724650;100M_61738_7246;70;4
101;6173850;725850;100M_61738_7258;0;3483
101;6173850;726050;100M_61738_7260;243;4
101;6173850;726150;100M_61738_7261;228;35
101;6173850;726250;100M_61738_7262;205;41
101;6173850;726350;100M_61738_7263;348;10
101;6173850;726450;100M_61738_7264;308;6
101;6173850;726550;100M_61738_7265;225;21
101;6173850;726650;100M_61738_7266;276;11
101;6173850;726750;100M_61738_7267;147;0
101;6173850;726850;100M_61738_7268;158;29
101;6173850;726950;100M_61738_7269;210;62
101;6173850;727050;100M_61738_7270;247;30
101;6173850;727150;100M_61738_7271;359;6
101;6173850;727250;100M_61738_7272;74;1
101;6173850;727450;100M_61738_7274;4;34
101;6173850;727750;100M_61738_7277;9;0
101;6173850;727850;100M_61738_7278;44;2
101;6173850;727950;100M_61738_7279;45;1
101;6173850;728050;100M_61738_7280;38;3
101;6173850;728150;100M_61738_7281;47;4
101;6173850;728250;100M_61738_7282;41;4
101;6173850;728350;100M_61738_7283;24;25
101;6173850;728450;100M_61738_7284;29;0
101;6173850;728550;100M_61738_7285;31;1
101;6173850;728650;100M_61738_7286;40;1
101;6173850;728750;100M_61738_7287;13;22
169;6173950;699250;100M_61739_6992;7;1
169;6173950;701850;100M_61739_7018;1;0
169;6173950;702450;100M_61739_7024;10;6
169;6173950;704150;100M_61739_7041;4;0
169;6173950;704650;100M_61739_7046;4;0
169;6173950;704950;100M_61739_7049;4;1
169;6173950;706750;100M_61739_7067;5;0
169;6173950;706850;100M_61739_7068;0;4
169;6173950;707050;100M_61739_7070;2;0
169;6173950;707650;100M_61739_7076;2;6
165;6173950;709150;100M_61739_7091;14;0
165;6173950;709250;100M_61739_7092;24;1
165;6173950;709350;100M_61739_7093;24;2
165;6173950;709450;100M_61739_7094;59;0
165;6173950;709550;100M_61739_7095;30;0
165;6173950;709650;100M_61739_7096;24;0
165;6173950;709750;100M_61739_7097;27;0
165;6173950;709850;100M_61739_7098;39;0
165;6173950;709950;100M_61739_7099;13;1
165;6173950;710050;100M_61739_7100;125;7
165;6173950;710150;100M_61739_7101;18;0
165;6173950;710250;100M_61739_7102;46;1
165;6173950;710350;100M_61739_7103;26;0
165;6173950;710650;100M_61739_7106;30;1
165;6173950;710750;100M_61739_7107;7;55
165;6173950;710850;100M_61739_7108;103;2
165;6173950;710950;100M_61739_7109;125;3
165;6173950;711050;100M_61739_7110;42;56
165;6173950;711150;100M_61739_7111;0;12
165;6173950;711550;100M_61739_7115;0;306
165;6173950;711750;100M_61739_7117;0;48
165;6173950;711850;100M_61739_7118;0;5
161;6173950;712150;100M_61739_7121;68;0
161;6173950;712250;100M_61739_7122;114;0
161;6173950;712350;100M_61739_7123;105;8
161;6173950;712450;100M_61739_7124;54;0
161;6173950;712550;100M_61739_7125;24;46
161;6173950;712650;100M_61739_7126;36;0
161;6173950;712850;100M_61739_7128;16;123
161;6173950;712950;100M_61739_7129;12;3
161;6173950;713050;100M_61739_7130;2;34
161;6173950;713150;100M_61739_7131;79;3
161;6173950;713250;100M_61739_7132;65;2
161;6173950;713350;100M_61739_7133;27;53
161;6173950;713450;100M_61739_7134;31;50
161;6173950;713550;100M_61739_7135;62;0
161;6173950;713650;100M_61739_7136;46;3
161;6173950;713750;100M_61739_7137;35;76
161;6173950;713850;100M_61739_7138;92;75
161;6173950;713950;100M_61739_7139;167;41
161;6173950;714050;100M_61739_7140;73;1
161;6173950;714150;100M_61739_7141;22;2
161;6173950;714250;100M_61739_7142;6;0
161;6173950;714350;100M_61739_7143;16;3
161;6173950;714450;100M_61739_7144;10;0
161;6173950;714550;100M_61739_7145;21;3
161;6173950;714650;100M_61739_7146;51;0
153;6173950;715050;100M_61739_7150;0;0
153;6173950;715150;100M_61739_7151;0;5
153;6173950;715650;100M_61739_7156;2;0
153;6173950;715750;100M_61739_7157;6;26
153;6173950;715850;100M_61739_7158;10;136
153;6173950;715950;100M_61739_7159;12;0
153;6173950;716050;100M_61739_7160;24;1
153;6173950;716150;100M_61739_7161;39;1
153;6173950;716250;100M_61739_7162;207;7
153;6173950;716350;100M_61739_7163;77;5
153;6173950;716450;100M_61739_7164;171;1
153;6173950;716550;100M_61739_7165;101;0
153;6173950;716650;100M_61739_7166;167;3
153;6173950;716750;100M_61739_7167;172;0
153;6173950;716850;100M_61739_7168;36;0
153;6173950;716950;100M_61739_7169;90;10
153;6173950;717050;100M_61739_7170;112;0
153;6173950;717150;100M_61739_7171;97;9
167;6173950;717450;100M_61739_7174;429;6
167;6173950;717550;100M_61739_7175;82;2
167;6173950;717650;100M_61739_7176;49;0
167;6173950;717750;100M_61739_7177;34;0
167;6173950;717850;100M_61739_7178;38;2
167;6173950;717950;100M_61739_7179;35;2
167;6173950;718050;100M_61739_7180;57;3
167;6173950;718150;100M_61739_7181;53;1
167;6173950;718250;100M_61739_7182;28;586
167;6173950;718350;100M_61739_7183;20;0
167;6173950;718450;100M_61739_7184;57;30
167;6173950;718550;100M_61739_7185;45;9
167;6173950;718650;100M_61739_7186;58;3
101;6173950;718850;100M_61739_7188;138;15
101;6173950;718950;100M_61739_7189;143;3
101;6173950;719050;100M_61739_7190;153;30
101;6173950;719150;100M_61739_7191;39;11
101;6173950;719250;100M_61739_7192;33;1
101;6173950;719350;100M_61739_7193;33;0
101;6173950;719450;100M_61739_7194;46;0
101;6173950;719550;100M_61739_7195;46;1
101;6173950;719650;100M_61739_7196;25;0
101;6173950;719850;100M_61739_7198;20;0
101;6173950;719950;100M_61739_7199;31;2
101;6173950;720050;100M_61739_7200;18;35
101;6173950;720150;100M_61739_7201;52;55
101;6173950;720250;100M_61739_7202;90;2
101;6173950;720350;100M_61739_7203;69;0
101;6173950;720450;100M_61739_7204;46;41
101;6173950;720550;100M_61739_7205;52;0
101;6173950;720650;100M_61739_7206;0;724
101;6173950;720750;100M_61739_7207;125;6
101;6173950;720850;100M_61739_7208;102;3
101;6173950;720950;100M_61739_7209;124;2
101;6173950;721150;100M_61739_7211;0;41
101;6173950;721250;100M_61739_7212;0;701
101;6173950;721350;100M_61739_7213;349;43
101;6173950;721450;100M_61739_7214;249;14
101;6173950;721550;100M_61739_7215;113;3
101;6173950;721650;100M_61739_7216;99;12
101;6173950;721750;100M_61739_7217;12;0
101;6173950;722550;100M_61739_7225;0;28
101;6173950;722650;100M_61739_7226;53;0
101;6173950;722850;100M_61739_7228;27;0
101;6173950;722950;100M_61739_7229;14;0
101;6173950;723450;100M_61739_7234;0;10
101;6173950;724550;100M_61739_7245;202;7
101;6173950;724650;100M_61739_7246;199;5
101;6173950;725750;100M_61739_7257;79;2
101;6173950;726050;100M_61739_7260;174;6
101;6173950;726150;100M_61739_7261;193;36
101;6173950;726250;100M_61739_7262;56;38
101;6173950;726350;100M_61739_7263;150;4
101;6173950;726450;100M_61739_7264;436;11
101;6173950;726550;100M_61739_7265;325;6
101;6173950;726650;100M_61739_7266;261;29
101;6173950;726750;100M_61739_7267;158;0
101;6173950;726850;100M_61739_7268;147;57
101;6173950;726950;100M_61739_7269;321;93
101;6173950;727050;100M_61739_7270;45;88
101;6173950;727150;100M_61739_7271;303;38
101;6173950;727250;100M_61739_7272;168;33
101;6173950;727450;100M_61739_7274;40;1
101;6173950;727550;100M_61739_7275;49;1
101;6173950;727650;100M_61739_7276;30;3
101;6173950;727750;100M_61739_7277;175;10
101;6173950;727850;100M_61739_7278;142;7
101;6173950;727950;100M_61739_7279;102;2
101;6173950;728050;100M_61739_7280;56;3
101;6173950;728150;100M_61739_7281;43;1
101;6173950;728250;100M_61739_7282;32;23
101;6173950;728350;100M_61739_7283;52;3
101;6173950;728450;100M_61739_7284;40;0
101;6173950;728550;100M_61739_7285;47;2
101;6173950;728650;100M_61739_7286;67;0
