KomKode;Y;X;KmsCellId;NBefPer;Dagbefolk
185;6172250;728950;100M_61722_7289;124;2
185;6172250;729050;100M_61722_7290;52;2
169;6172350;699950;100M_61723_6999;0;39
169;6172350;700050;100M_61723_7000;0;1
169;6172350;700250;100M_61723_7002;12;2
169;6172350;700350;100M_61723_7003;18;1
169;6172350;700450;100M_61723_7004;41;1
169;6172350;700550;100M_61723_7005;34;5
169;6172350;700650;100M_61723_7006;30;3
169;6172350;700750;100M_61723_7007;31;4
169;6172350;700850;100M_61723_7008;25;48
169;6172350;700950;100M_61723_7009;91;0
169;6172350;701050;100M_61723_7010;111;5
169;6172350;701150;100M_61723_7011;72;0
169;6172350;701250;100M_61723_7012;28;1
169;6172350;701350;100M_61723_7013;33;0
169;6172350;701450;100M_61723_7014;21;2
169;6172350;701550;100M_61723_7015;3;0
169;6172350;702350;100M_61723_7023;0;20
169;6172350;702450;100M_61723_7024;0;23
169;6172350;702550;100M_61723_7025;0;42
169;6172350;702650;100M_61723_7026;0;75
169;6172350;702750;100M_61723_7027;0;20
169;6172350;702950;100M_61723_7029;0;31
169;6172350;703150;100M_61723_7031;0;297
169;6172350;704750;100M_61723_7047;0;238
169;6172350;705250;100M_61723_7052;3;0
169;6172350;705550;100M_61723_7055;18;0
169;6172350;705650;100M_61723_7056;77;2
169;6172350;705750;100M_61723_7057;161;12
169;6172350;705850;100M_61723_7058;192;1
169;6172350;705950;100M_61723_7059;247;1
169;6172350;706050;100M_61723_7060;102;20
169;6172350;706150;100M_61723_7061;79;40
169;6172350;706250;100M_61723_7062;49;12
169;6172350;706350;100M_61723_7063;27;0
169;6172350;706650;100M_61723_7066;79;1
169;6172350;706750;100M_61723_7067;80;0
169;6172350;706850;100M_61723_7068;20;0
169;6172350;706950;100M_61723_7069;0;6
169;6172350;707150;100M_61723_7071;23;0
169;6172350;707250;100M_61723_7072;126;3
169;6172350;707350;100M_61723_7073;169;3
169;6172350;707450;100M_61723_7074;77;3
169;6172350;707850;100M_61723_7078;2;0
169;6172350;707950;100M_61723_7079;4;37
169;6172350;708050;100M_61723_7080;49;0
169;6172350;708150;100M_61723_7081;73;0
169;6172350;708250;100M_61723_7082;117;0
169;6172350;708350;100M_61723_7083;68;0
169;6172350;708450;100M_61723_7084;110;670
169;6172350;708550;100M_61723_7085;39;0
169;6172350;708850;100M_61723_7088;2;0
169;6172350;708950;100M_61723_7089;32;0
169;6172350;709050;100M_61723_7090;31;1
169;6172350;709150;100M_61723_7091;28;2
169;6172350;709250;100M_61723_7092;2;0
165;6172350;709950;100M_61723_7099;22;0
165;6172350;710050;100M_61723_7100;31;1
165;6172350;710150;100M_61723_7101;29;0
165;6172350;710250;100M_61723_7102;50;1
165;6172350;710350;100M_61723_7103;37;0
165;6172350;710450;100M_61723_7104;50;1
165;6172350;710550;100M_61723_7105;88;1
165;6172350;710650;100M_61723_7106;90;0
165;6172350;710750;100M_61723_7107;100;0
165;6172350;710850;100M_61723_7108;59;33
165;6172350;710950;100M_61723_7109;57;0
187;6172350;711150;100M_61723_7111;29;20
187;6172350;711250;100M_61723_7112;7;7
187;6172350;711450;100M_61723_7114;8;0
187;6172350;711550;100M_61723_7115;68;1
187;6172350;711650;100M_61723_7116;78;2
187;6172350;711750;100M_61723_7117;57;1
187;6172350;711850;100M_61723_7118;36;2
187;6172350;711950;100M_61723_7119;35;0
187;6172350;712050;100M_61723_7120;21;0
153;6172350;712450;100M_61723_7124;0;71
153;6172350;712550;100M_61723_7125;0;63
153;6172350;712750;100M_61723_7127;0;342
153;6172350;712950;100M_61723_7129;0;70
153;6172350;713250;100M_61723_7132;29;0
153;6172350;713350;100M_61723_7133;27;4
153;6172350;713450;100M_61723_7134;29;1
153;6172350;713550;100M_61723_7135;20;0
153;6172350;713650;100M_61723_7136;35;0
153;6172350;713750;100M_61723_7137;39;1
153;6172350;713850;100M_61723_7138;9;2
153;6172350;713950;100M_61723_7139;9;5
153;6172350;714250;100M_61723_7142;2;0
153;6172350;714350;100M_61723_7143;43;0
153;6172350;714450;100M_61723_7144;38;0
153;6172350;714550;100M_61723_7145;17;0
153;6172350;714650;100M_61723_7146;30;0
153;6172350;714750;100M_61723_7147;32;0
153;6172350;714850;100M_61723_7148;23;0
153;6172350;715050;100M_61723_7150;0;178
153;6172350;716350;100M_61723_7163;0;19
153;6172350;716450;100M_61723_7164;7;0
153;6172350;716550;100M_61723_7165;17;0
153;6172350;716650;100M_61723_7166;15;0
167;6172350;718250;100M_61723_7182;20;0
167;6172350;718350;100M_61723_7183;64;4
167;6172350;718450;100M_61723_7184;102;2
167;6172350;718550;100M_61723_7185;135;0
167;6172350;718650;100M_61723_7186;61;1
167;6172350;718750;100M_61723_7187;0;20
167;6172350;718850;100M_61723_7188;64;1
167;6172350;718950;100M_61723_7189;23;0
167;6172350;719050;100M_61723_7190;33;0
167;6172350;719150;100M_61723_7191;24;19
167;6172350;719250;100M_61723_7192;22;0
167;6172350;719350;100M_61723_7193;35;2
167;6172350;719450;100M_61723_7194;30;5
101;6172350;719750;100M_61723_7197;11;0
101;6172350;719850;100M_61723_7198;162;7
101;6172350;719950;100M_61723_7199;87;7
101;6172350;720050;100M_61723_7200;17;2
101;6172350;720150;100M_61723_7201;30;1
101;6172350;720250;100M_61723_7202;37;4
101;6172350;720350;100M_61723_7203;41;8
101;6172350;720450;100M_61723_7204;46;4
101;6172350;720550;100M_61723_7205;1;65
101;6172350;720850;100M_61723_7208;0;5
101;6172350;721650;100M_61723_7216;11;0
101;6172350;721750;100M_61723_7217;137;4
101;6172350;721850;100M_61723_7218;281;8
101;6172350;721950;100M_61723_7219;232;4
101;6172350;722050;100M_61723_7220;0;31
101;6172350;722150;100M_61723_7221;8;0
101;6172350;722250;100M_61723_7222;49;1
101;6172350;722350;100M_61723_7223;109;5
101;6172350;722450;100M_61723_7224;52;2
101;6172350;722550;100M_61723_7225;32;0
101;6172350;722650;100M_61723_7226;4;0
101;6172350;722850;100M_61723_7228;0;39
101;6172350;725750;100M_61723_7257;41;3
101;6172350;725850;100M_61723_7258;47;1
101;6172350;725950;100M_61723_7259;49;3
101;6172350;726050;100M_61723_7260;56;0
101;6172350;726150;100M_61723_7261;73;3
101;6172350;726250;100M_61723_7262;51;0
101;6172350;726350;100M_61723_7263;37;1
101;6172350;726450;100M_61723_7264;92;24
101;6172350;726550;100M_61723_7265;74;3
101;6172350;726650;100M_61723_7266;51;1
101;6172350;726750;100M_61723_7267;39;4
101;6172350;726850;100M_61723_7268;51;0
101;6172350;726950;100M_61723_7269;43;0
101;6172350;727050;100M_61723_7270;37;7
101;6172350;727150;100M_61723_7271;37;0
101;6172350;727250;100M_61723_7272;39;2
101;6172350;727350;100M_61723_7273;72;2
101;6172350;727450;100M_61723_7274;101;4
101;6172350;727550;100M_61723_7275;63;18
101;6172350;727650;100M_61723_7276;47;0
101;6172350;727750;100M_61723_7277;26;8
101;6172350;727850;100M_61723_7278;40;2
101;6172350;727950;100M_61723_7279;45;1
101;6172350;728050;100M_61723_7280;50;1
185;6172350;728350;100M_61723_7283;30;4
185;6172350;728450;100M_61723_7284;114;0
185;6172350;728550;100M_61723_7285;91;6
185;6172350;728650;100M_61723_7286;106;21
185;6172350;728750;100M_61723_7287;0;27
185;6172350;728950;100M_61723_7289;16;33
169;6172450;699850;100M_61724_6998;9;0
169;6172450;699950;100M_61724_6999;33;3
169;6172450;700050;100M_61724_7000;15;2
169;6172450;700150;100M_61724_7001;6;28
169;6172450;700250;100M_61724_7002;2;11
169;6172450;700350;100M_61724_7003;8;0
169;6172450;700450;100M_61724_7004;2;0
169;6172450;700550;100M_61724_7005;10;0
169;6172450;700650;100M_61724_7006;18;0
169;6172450;700750;100M_61724_7007;31;0
169;6172450;700850;100M_61724_7008;12;5
169;6172450;700950;100M_61724_7009;38;3
169;6172450;701050;100M_61724_7010;12;0
169;6172450;701150;100M_61724_7011;3;0
169;6172450;701250;100M_61724_7012;7;0
169;6172450;702150;100M_61724_7021;2;6
169;6172450;702650;100M_61724_7026;0;25
169;6172450;702950;100M_61724_7029;0;13
169;6172450;703050;100M_61724_7030;0;53
169;6172450;705450;100M_61724_7054;0;8
169;6172450;705550;100M_61724_7055;69;0
169;6172450;705650;100M_61724_7056;43;13
169;6172450;705750;100M_61724_7057;124;2
169;6172450;705850;100M_61724_7058;217;5
169;6172450;705950;100M_61724_7059;184;1
169;6172450;706050;100M_61724_7060;283;1
169;6172450;706150;100M_61724_7061;243;5
169;6172450;706250;100M_61724_7062;296;1
169;6172450;706350;100M_61724_7063;172;2
169;6172450;706450;100M_61724_7064;0;47
169;6172450;706550;100M_61724_7065;80;0
169;6172450;706650;100M_61724_7066;255;7
169;6172450;706750;100M_61724_7067;221;2
169;6172450;706850;100M_61724_7068;342;9
169;6172450;706950;100M_61724_7069;47;6
169;6172450;707050;100M_61724_7070;153;3
169;6172450;707150;100M_61724_7071;58;50
169;6172450;707250;100M_61724_7072;36;1
169;6172450;707350;100M_61724_7073;42;0
169;6172450;707450;100M_61724_7074;39;0
169;6172450;707650;100M_61724_7076;9;16
169;6172450;707750;100M_61724_7077;1;442
169;6172450;707850;100M_61724_7078;67;24
169;6172450;707950;100M_61724_7079;6;8
169;6172450;708050;100M_61724_7080;12;27
169;6172450;708150;100M_61724_7081;10;0
169;6172450;708250;100M_61724_7082;2;0
169;6172450;708450;100M_61724_7084;76;1
169;6172450;708550;100M_61724_7085;182;1
169;6172450;708650;100M_61724_7086;158;0
169;6172450;708750;100M_61724_7087;19;18
169;6172450;708850;100M_61724_7088;82;1
169;6172450;708950;100M_61724_7089;32;0
169;6172450;709050;100M_61724_7090;29;2
169;6172450;709150;100M_61724_7091;11;0
165;6172450;709850;100M_61724_7098;25;0
165;6172450;709950;100M_61724_7099;30;0
165;6172450;710050;100M_61724_7100;13;0
165;6172450;710150;100M_61724_7101;35;8
165;6172450;710250;100M_61724_7102;28;7
165;6172450;710350;100M_61724_7103;52;1
165;6172450;710450;100M_61724_7104;74;0
165;6172450;710550;100M_61724_7105;103;0
165;6172450;710650;100M_61724_7106;78;1
165;6172450;710750;100M_61724_7107;115;3
165;6172450;710850;100M_61724_7108;41;0
187;6172450;711150;100M_61724_7111;70;0
187;6172450;711250;100M_61724_7112;16;19
187;6172450;711350;100M_61724_7113;42;1
187;6172450;711450;100M_61724_7114;18;13
187;6172450;711550;100M_61724_7115;49;0
187;6172450;711650;100M_61724_7116;48;2
187;6172450;711750;100M_61724_7117;58;1
187;6172450;711850;100M_61724_7118;63;1
187;6172450;711950;100M_61724_7119;38;0
153;6172450;712250;100M_61724_7122;0;14
153;6172450;712550;100M_61724_7125;0;153
153;6172450;712850;100M_61724_7128;0;12
153;6172450;712950;100M_61724_7129;0;10
153;6172450;713150;100M_61724_7131;16;1
153;6172450;713250;100M_61724_7132;44;0
153;6172450;713350;100M_61724_7133;32;0
153;6172450;713450;100M_61724_7134;21;0
153;6172450;713550;100M_61724_7135;27;0
153;6172450;713650;100M_61724_7136;26;0
153;6172450;713750;100M_61724_7137;11;0
153;6172450;713850;100M_61724_7138;0;173
153;6172450;713950;100M_61724_7139;26;0
153;6172450;714050;100M_61724_7140;73;0
153;6172450;714150;100M_61724_7141;69;1
153;6172450;714250;100M_61724_7142;2;0
153;6172450;714350;100M_61724_7143;45;1
153;6172450;714450;100M_61724_7144;25;0
153;6172450;714550;100M_61724_7145;105;1
153;6172450;714650;100M_61724_7146;34;2
153;6172450;714750;100M_61724_7147;27;0
153;6172450;714850;100M_61724_7148;31;0
153;6172450;714950;100M_61724_7149;4;0
167;6172450;718350;100M_61724_7183;0;4259
167;6172450;718450;100M_61724_7184;16;0
167;6172450;718550;100M_61724_7185;27;20
167;6172450;718650;100M_61724_7186;25;0
167;6172450;718750;100M_61724_7187;0;367
167;6172450;718850;100M_61724_7188;27;1
167;6172450;718950;100M_61724_7189;21;1
167;6172450;719050;100M_61724_7190;29;6
167;6172450;719150;100M_61724_7191;22;2
167;6172450;719250;100M_61724_7192;43;1
167;6172450;719350;100M_61724_7193;38;1
167;6172450;719450;100M_61724_7194;39;1
101;6172450;719650;100M_61724_7196;9;1
101;6172450;719750;100M_61724_7197;158;19
101;6172450;719850;100M_61724_7198;31;12
101;6172450;719950;100M_61724_7199;37;3
101;6172450;720050;100M_61724_7200;31;0
101;6172450;720150;100M_61724_7201;141;1
101;6172450;720250;100M_61724_7202;136;26
101;6172450;720350;100M_61724_7203;0;195
101;6172450;720450;100M_61724_7204;16;0
101;6172450;720550;100M_61724_7205;34;3
101;6172450;720650;100M_61724_7206;0;53
101;6172450;720950;100M_61724_7209;10;147
101;6172450;721650;100M_61724_7216;51;5
101;6172450;721750;100M_61724_7217;214;2
101;6172450;721850;100M_61724_7218;242;10
101;6172450;721950;100M_61724_7219;187;31
101;6172450;722050;100M_61724_7220;87;37
101;6172450;722150;100M_61724_7221;85;3
101;6172450;722250;100M_61724_7222;162;5
101;6172450;722350;100M_61724_7223;161;0
101;6172450;722450;100M_61724_7224;11;0
101;6172450;722750;100M_61724_7227;0;313
101;6172450;722850;100M_61724_7228;0;112
101;6172450;722950;100M_61724_7229;113;1
101;6172450;725650;100M_61724_7256;52;1
101;6172450;725750;100M_61724_7257;49;0
101;6172450;725850;100M_61724_7258;75;3
101;6172450;725950;100M_61724_7259;58;1
101;6172450;726050;100M_61724_7260;53;3
101;6172450;726150;100M_61724_7261;57;2
101;6172450;726250;100M_61724_7262;70;1
101;6172450;726350;100M_61724_7263;57;2
101;6172450;726450;100M_61724_7264;0;23
101;6172450;726550;100M_61724_7265;17;7
101;6172450;726650;100M_61724_7266;38;17
101;6172450;726750;100M_61724_7267;46;8
101;6172450;726850;100M_61724_7268;83;1
101;6172450;726950;100M_61724_7269;35;3
101;6172450;727050;100M_61724_7270;51;1
101;6172450;727150;100M_61724_7271;34;5
101;6172450;727250;100M_61724_7272;44;1
101;6172450;727350;100M_61724_7273;154;0
101;6172450;727450;100M_61724_7274;212;9
101;6172450;727550;100M_61724_7275;45;14
101;6172450;727650;100M_61724_7276;49;2
101;6172450;727750;100M_61724_7277;42;0
101;6172450;727850;100M_61724_7278;47;1
101;6172450;727950;100M_61724_7279;40;0
101;6172450;728050;100M_61724_7280;47;0
185;6172450;728550;100M_61724_7285;143;0
185;6172450;735750;100M_61724_7357;2;1
169;6172550;699850;100M_61725_6998;15;0
169;6172550;699950;100M_61725_6999;47;0
169;6172550;700050;100M_61725_7000;24;2
169;6172550;700150;100M_61725_7001;31;2
169;6172550;700250;100M_61725_7002;28;3
169;6172550;700350;100M_61725_7003;17;29
169;6172550;700450;100M_61725_7004;9;0
169;6172550;700550;100M_61725_7005;8;0
169;6172550;700650;100M_61725_7006;11;0
169;6172550;700750;100M_61725_7007;17;0
169;6172550;700850;100M_61725_7008;40;0
169;6172550;700950;100M_61725_7009;9;0
169;6172550;701050;100M_61725_7010;10;0
169;6172550;701150;100M_61725_7011;27;0
169;6172550;702850;100M_61725_7028;2;6
169;6172550;705950;100M_61725_7059;35;0
169;6172550;706050;100M_61725_7060;71;0
169;6172550;706150;100M_61725_7061;107;2
169;6172550;706250;100M_61725_7062;117;12
169;6172550;706350;100M_61725_7063;0;41
169;6172550;706650;100M_61725_7066;64;1
169;6172550;706750;100M_61725_7067;139;11
169;6172550;706850;100M_61725_7068;106;33
169;6172550;706950;100M_61725_7069;69;11
169;6172550;707050;100M_61725_7070;283;4
169;6172550;707150;100M_61725_7071;185;0
169;6172550;707550;100M_61725_7075;6;0
169;6172550;707650;100M_61725_7076;23;0
169;6172550;707750;100M_61725_7077;15;0
169;6172550;707950;100M_61725_7079;38;2
169;6172550;708050;100M_61725_7080;53;0
169;6172550;708150;100M_61725_7081;21;16
169;6172550;708250;100M_61725_7082;59;0
169;6172550;708350;100M_61725_7083;34;7
169;6172550;708450;100M_61725_7084;34;2
169;6172550;708550;100M_61725_7085;13;0
169;6172550;708650;100M_61725_7086;13;0
169;6172550;708750;100M_61725_7087;7;0
169;6172550;708850;100M_61725_7088;48;0
169;6172550;708950;100M_61725_7089;72;0
169;6172550;709050;100M_61725_7090;18;0
165;6172550;709850;100M_61725_7098;114;0
165;6172550;709950;100M_61725_7099;92;3
165;6172550;710050;100M_61725_7100;91;18
165;6172550;710150;100M_61725_7101;57;7
165;6172550;710250;100M_61725_7102;19;0
165;6172550;710350;100M_61725_7103;50;2
165;6172550;710450;100M_61725_7104;45;36
165;6172550;710550;100M_61725_7105;92;3
165;6172550;710650;100M_61725_7106;110;9
165;6172550;710750;100M_61725_7107;93;487
165;6172550;710850;100M_61725_7108;45;1
187;6172550;711050;100M_61725_7110;59;3
187;6172550;711150;100M_61725_7111;0;21
187;6172550;711250;100M_61725_7112;0;15
187;6172550;711350;100M_61725_7113;3;0
187;6172550;711450;100M_61725_7114;33;0
187;6172550;711550;100M_61725_7115;104;13
187;6172550;711650;100M_61725_7116;67;0
187;6172550;711750;100M_61725_7117;43;2
187;6172550;711850;100M_61725_7118;35;1
153;6172550;712250;100M_61725_7122;0;26
153;6172550;712750;100M_61725_7127;0;1
153;6172550;712850;100M_61725_7128;0;65
153;6172550;713050;100M_61725_7130;0;455
153;6172550;713150;100M_61725_7131;30;1
153;6172550;713250;100M_61725_7132;30;4
153;6172550;713350;100M_61725_7133;26;0
153;6172550;713450;100M_61725_7134;26;1
153;6172550;713550;100M_61725_7135;32;0
153;6172550;713650;100M_61725_7136;35;1
153;6172550;713750;100M_61725_7137;0;14
153;6172550;713950;100M_61725_7139;17;0
153;6172550;714050;100M_61725_7140;54;0
153;6172550;714150;100M_61725_7141;54;0
153;6172550;714250;100M_61725_7142;77;0
153;6172550;714350;100M_61725_7143;59;16
153;6172550;714450;100M_61725_7144;59;0
153;6172550;714550;100M_61725_7145;59;3
153;6172550;714650;100M_61725_7146;45;0
153;6172550;714750;100M_61725_7147;27;0
153;6172550;714850;100M_61725_7148;33;62
153;6172550;714950;100M_61725_7149;14;122
153;6172550;715050;100M_61725_7150;10;0
153;6172550;715150;100M_61725_7151;0;1094
153;6172550;715250;100M_61725_7152;0;2
153;6172550;715550;100M_61725_7155;5;0
153;6172550;715650;100M_61725_7156;0;0
153;6172550;716550;100M_61725_7165;3;237
167;6172550;717750;100M_61725_7177;34;0
167;6172550;717850;100M_61725_7178;5;0
167;6172550;718450;100M_61725_7184;78;3
167;6172550;718550;100M_61725_7185;144;1
167;6172550;718650;100M_61725_7186;101;3
167;6172550;718850;100M_61725_7188;13;12
167;6172550;718950;100M_61725_7189;41;1
167;6172550;719050;100M_61725_7190;30;3
167;6172550;719150;100M_61725_7191;41;1
167;6172550;719250;100M_61725_7192;31;6
167;6172550;719350;100M_61725_7193;25;0
101;6172550;719650;100M_61725_7196;39;2
101;6172550;719750;100M_61725_7197;95;2
101;6172550;719850;100M_61725_7198;45;2
101;6172550;719950;100M_61725_7199;45;10
101;6172550;720050;100M_61725_7200;30;8
101;6172550;720150;100M_61725_7201;123;5
101;6172550;720250;100M_61725_7202;78;0
101;6172550;720350;100M_61725_7203;0;516
101;6172550;720550;100M_61725_7205;148;0
101;6172550;720650;100M_61725_7206;0;90
101;6172550;720950;100M_61725_7209;2;0
101;6172550;721550;100M_61725_7215;12;4
101;6172550;721650;100M_61725_7216;146;22
101;6172550;721750;100M_61725_7217;286;6
101;6172550;721850;100M_61725_7218;187;55
101;6172550;721950;100M_61725_7219;277;37
101;6172550;722050;100M_61725_7220;155;10
101;6172550;722150;100M_61725_7221;323;13
101;6172550;722250;100M_61725_7222;255;6
101;6172550;722350;100M_61725_7223;248;7
101;6172550;722450;100M_61725_7224;11;43
101;6172550;722550;100M_61725_7225;38;420
101;6172550;722650;100M_61725_7226;0;129
101;6172550;722750;100M_61725_7227;0;10
101;6172550;722950;100M_61725_7229;0;202
101;6172550;724050;100M_61725_7240;0;2
101;6172550;725650;100M_61725_7256;47;0
101;6172550;725750;100M_61725_7257;45;1
101;6172550;725850;100M_61725_7258;59;4
101;6172550;725950;100M_61725_7259;87;6
101;6172550;726050;100M_61725_7260;47;1
101;6172550;726150;100M_61725_7261;68;1
101;6172550;726250;100M_61725_7262;48;0
101;6172550;726350;100M_61725_7263;53;3
101;6172550;726450;100M_61725_7264;125;22
101;6172550;726550;100M_61725_7265;59;1
101;6172550;726650;100M_61725_7266;60;0
101;6172550;726750;100M_61725_7267;97;2
101;6172550;726850;100M_61725_7268;54;1
101;6172550;726950;100M_61725_7269;42;1
101;6172550;727050;100M_61725_7270;22;1
101;6172550;727150;100M_61725_7271;42;1
101;6172550;727250;100M_61725_7272;86;1
101;6172550;727350;100M_61725_7273;274;6
101;6172550;727450;100M_61725_7274;151;71
101;6172550;727550;100M_61725_7275;104;2
101;6172550;727650;100M_61725_7276;210;1
101;6172550;727750;100M_61725_7277;149;4
101;6172550;727850;100M_61725_7278;81;0
101;6172550;727950;100M_61725_7279;101;1
101;6172550;728050;100M_61725_7280;66;0
101;6172550;728150;100M_61725_7281;41;2
101;6172550;728250;100M_61725_7282;68;1
101;6172550;728350;100M_61725_7283;50;1
169;6172650;699850;100M_61726_6998;73;2
169;6172650;699950;100M_61726_6999;27;0
169;6172650;700050;100M_61726_7000;25;0
169;6172650;700150;100M_61726_7001;26;0
169;6172650;700250;100M_61726_7002;25;1
169;6172650;700350;100M_61726_7003;15;6
169;6172650;700450;100M_61726_7004;25;0
169;6172650;700550;100M_61726_7005;25;0
169;6172650;700650;100M_61726_7006;24;1
169;6172650;700750;100M_61726_7007;31;2
169;6172650;700850;100M_61726_7008;37;0
169;6172650;700950;100M_61726_7009;17;0
169;6172650;701050;100M_61726_7010;21;1
169;6172650;701150;100M_61726_7011;18;1
169;6172650;705950;100M_61726_7059;0;30
169;6172650;706350;100M_61726_7063;0;64
169;6172650;706550;100M_61726_7065;0;62
169;6172650;706650;100M_61726_7066;0;103
169;6172650;706750;100M_61726_7067;0;9
169;6172650;706850;100M_61726_7068;0;20
169;6172650;706950;100M_61726_7069;0;164
169;6172650;707250;100M_61726_7072;0;313
169;6172650;707350;100M_61726_7073;14;15
169;6172650;707550;100M_61726_7075;22;1
169;6172650;707650;100M_61726_7076;28;2
169;6172650;707750;100M_61726_7077;15;1
169;6172650;707950;100M_61726_7079;19;62
169;6172650;708050;100M_61726_7080;35;3
169;6172650;708150;100M_61726_7081;44;14
169;6172650;708250;100M_61726_7082;14;1
169;6172650;708350;100M_61726_7083;16;0
169;6172650;708450;100M_61726_7084;35;0
169;6172650;708550;100M_61726_7085;33;1
169;6172650;708650;100M_61726_7086;29;1
169;6172650;708750;100M_61726_7087;22;3
169;6172650;708850;100M_61726_7088;19;1
165;6172650;709850;100M_61726_7098;41;0
165;6172650;709950;100M_61726_7099;34;0
165;6172650;710050;100M_61726_7100;49;0
165;6172650;710150;100M_61726_7101;107;0
165;6172650;710250;100M_61726_7102;55;11
165;6172650;710350;100M_61726_7103;146;11
165;6172650;710450;100M_61726_7104;102;0
165;6172650;710550;100M_61726_7105;75;3
165;6172650;710650;100M_61726_7106;81;1
165;6172650;710750;100M_61726_7107;64;1
165;6172650;710850;100M_61726_7108;69;1
187;6172650;711050;100M_61726_7110;92;6
187;6172650;711450;100M_61726_7114;32;1
187;6172650;711550;100M_61726_7115;50;0
187;6172650;711650;100M_61726_7116;44;1
187;6172650;711750;100M_61726_7117;125;15
153;6172650;712050;100M_61726_7120;0;72
153;6172650;712150;100M_61726_7121;0;38
153;6172650;712650;100M_61726_7126;0;4
153;6172650;712850;100M_61726_7128;0;31
153;6172650;713050;100M_61726_7130;2;1
153;6172650;713150;100M_61726_7131;19;0
153;6172650;713250;100M_61726_7132;41;0
153;6172650;713350;100M_61726_7133;39;2
153;6172650;713450;100M_61726_7134;20;0
153;6172650;713550;100M_61726_7135;22;0
153;6172650;713750;100M_61726_7137;0;11
153;6172650;713950;100M_61726_7139;46;181
153;6172650;714050;100M_61726_7140;42;0
153;6172650;714150;100M_61726_7141;31;3
153;6172650;714250;100M_61726_7142;146;2
153;6172650;714350;100M_61726_7143;38;0
153;6172650;714450;100M_61726_7144;74;43
153;6172650;714550;100M_61726_7145;117;35
153;6172650;714650;100M_61726_7146;57;0
153;6172650;714750;100M_61726_7147;23;0
153;6172650;714850;100M_61726_7148;89;0
153;6172650;714950;100M_61726_7149;45;2
153;6172650;715050;100M_61726_7150;7;0
153;6172650;715150;100M_61726_7151;3;0
153;6172650;715250;100M_61726_7152;0;84
153;6172650;715550;100M_61726_7155;3;0
153;6172650;715650;100M_61726_7156;32;1
153;6172650;715750;100M_61726_7157;6;0
153;6172650;716450;100M_61726_7164;27;63
153;6172650;716650;100M_61726_7166;35;72
153;6172650;716750;100M_61726_7167;1;1
167;6172650;717650;100M_61726_7176;76;6
167;6172650;717750;100M_61726_7177;66;2
167;6172650;717850;100M_61726_7178;47;0
167;6172650;717950;100M_61726_7179;54;0
167;6172650;718050;100M_61726_7180;16;0
167;6172650;718450;100M_61726_7184;105;1
167;6172650;718550;100M_61726_7185;141;5
167;6172650;718650;100M_61726_7186;173;6
167;6172650;718750;100M_61726_7187;129;1
167;6172650;718850;100M_61726_7188;66;37
167;6172650;718950;100M_61726_7189;4;240
167;6172650;719050;100M_61726_7190;19;3
167;6172650;719150;100M_61726_7191;33;4
167;6172650;719250;100M_61726_7192;45;1
167;6172650;719350;100M_61726_7193;35;1
101;6172650;719550;100M_61726_7195;46;5
101;6172650;719650;100M_61726_7196;121;4
101;6172650;719750;100M_61726_7197;39;0
101;6172650;719850;100M_61726_7198;37;2
101;6172650;719950;100M_61726_7199;27;0
101;6172650;720050;100M_61726_7200;22;1
101;6172650;720150;100M_61726_7201;171;8
101;6172650;720250;100M_61726_7202;154;86
101;6172650;720450;100M_61726_7204;0;94
101;6172650;720550;100M_61726_7205;28;0
101;6172650;720650;100M_61726_7206;82;34
101;6172650;720950;100M_61726_7209;0;13
101;6172650;721150;100M_61726_7211;0;21
101;6172650;721250;100M_61726_7212;0;4
101;6172650;721350;100M_61726_7213;0;7
101;6172650;721550;100M_61726_7215;30;60
101;6172650;721650;100M_61726_7216;147;350
101;6172650;721750;100M_61726_7217;172;17
101;6172650;721850;100M_61726_7218;273;31
101;6172650;721950;100M_61726_7219;195;17
101;6172650;722050;100M_61726_7220;265;14
101;6172650;722150;100M_61726_7221;207;4
101;6172650;722250;100M_61726_7222;149;40
101;6172650;722350;100M_61726_7223;123;26
101;6172650;722450;100M_61726_7224;295;11
101;6172650;722550;100M_61726_7225;117;5
101;6172650;722750;100M_61726_7227;0;24
101;6172650;722850;100M_61726_7228;0;5
101;6172650;725650;100M_61726_7256;32;0
101;6172650;725750;100M_61726_7257;10;0
101;6172650;726050;100M_61726_7260;38;0
101;6172650;726150;100M_61726_7261;55;16
101;6172650;726250;100M_61726_7262;54;8
101;6172650;726350;100M_61726_7263;56;0
101;6172650;726650;100M_61726_7266;0;19
101;6172650;726750;100M_61726_7267;0;655
101;6172650;726850;100M_61726_7268;18;3
101;6172650;726950;100M_61726_7269;46;1
101;6172650;727050;100M_61726_7270;59;1
101;6172650;727150;100M_61726_7271;44;4
101;6172650;727250;100M_61726_7272;56;1
101;6172650;727350;100M_61726_7273;130;55
101;6172650;727450;100M_61726_7274;97;41
101;6172650;727550;100M_61726_7275;67;5
101;6172650;727650;100M_61726_7276;43;0
101;6172650;727750;100M_61726_7277;62;3
101;6172650;727850;100M_61726_7278;34;2
101;6172650;727950;100M_61726_7279;80;10
101;6172650;728050;100M_61726_7280;123;1
101;6172650;728150;100M_61726_7281;102;0
101;6172650;728250;100M_61726_7282;69;0
101;6172650;728350;100M_61726_7283;32;3
101;6172650;728450;100M_61726_7284;31;11
101;6172650;728550;100M_61726_7285;40;0
101;6172650;728650;100M_61726_7286;98;2
