Kommune;Stopnr;Linje;Retn.;Stopnavn;På_201902;Af_201902;På_201903;Af_201903;På_202002;Af_202002;På_202003;Af_202003
Glostrup;2261;149;1;Glostrup st.;231;0;443;0;;;;
Glostrup;2261;149;2;Glostrup st.;0;396;0;249;;;;
Brøndby;2263;300S;1;Brøndby Haveby;10;21;22;18;10;18;6;6
Brøndby;2264;300S;2;Brøndby Haveby;11;9;27;10;29;11;22;10
Ishøj;2265;30E;1;Ishøj st.;1;389;2;405;0;294;1;212
Ishøj;2265;30E;2;Ishøj st.;353;1;432;3;335;1;213;1
Ishøj;2265;97N;2;Ishøj st.;10;0;14;1;5;2;6;1
København;227;68;2;Mågevej;54;19;55;10;156;24;25;7
Greve;2270;224;2;Grønnegården;4;1;0;3;4;4;2;2
Køge;2271;103;1;Ølby st.;13;27;12;18;12;9;8;12
Køge;2271;120;1;Ølby st.;19;256;24;292;;;;
Køge;2271;121;1;Ølby st.;;;;;14;162;16;130
København;2275;350S;1;Husumvej;417;195;512;159;215;98;119;47
København;2275;5C;1;Husumvej;730;106;796;130;958;164;541;91
Brøndby;2276;200S;1;Rebæk Søpark;39;33;39;41;25;4;25;14
Brøndby;2277;200S;2;Rebæk Søpark;34;45;45;58;39;86;21;28
#I/T;2278;68;1;Vesterport st.;67;1;67;0;;;;
#I/T;2278;68;2;Vesterport st.;0;20;0;24;;;;
København;228;250S;2;Jagtvej;74;158;67;146;49;56;19;31
København;228;68;2;Jagtvej;;;15;40;;;;
København;2285;26;2;Søndre Frihavn;67;5;83;7;;;;
København;2285;27;2;Søndre Frihavn;7;2;6;5;10;14;12;0
København;2287;13;1;Rødkilde Skole;26;65;32;69;;;;
København;2287;26;2;Rødkilde Skole;;;;;37;77;25;41
Gribskov;2288;363;2;Nakkehoved Strandvej;0;0;0;0;0;0;1;0
København;2289;166;1;Frederikssundsvej;2;13;0;10;2;8;2;5
København;2290;13;1;Børglumvej;18;4;17;3;;;;
København;2290;22;2;Børglumvej;26;10;20;14;15;15;9;5
København;2290;26;2;Børglumvej;;;;;11;14;9;6
København;2290;9A;2;Børglumvej;40;45;37;51;28;39;17;25
Lyngby-Taarbæk;2291;170;2;Lyngby st.;1;95;1;84;1;123;0;96
Lyngby-Taarbæk;2291;194;2;Lyngby st.;5;240;25;235;0;143;0;84
Ballerup;2293;158;1;Eskebjerggård;0;8;4;7;1;7;1;5
København;2294;13;2;Jyllingevej;26;42;36;51;;;;
København;2294;22;1;Jyllingevej;43;18;36;20;44;6;23;11
København;2294;26;1;Jyllingevej;;;;;50;51;26;28
København;2294;9A;1;Jyllingevej;135;64;165;61;118;81;58;33
København;2295;13;2;Børglumvej;3;10;8;8;;;;
København;2295;22;1;Børglumvej;13;9;39;3;7;13;3;4
København;2295;26;1;Børglumvej;;;;;10;11;4;7
København;2295;9A;1;Børglumvej;29;38;23;27;23;8;10;13
Ballerup;2299;143;2;Nygårdsvej;1;9;7;4;5;14;1;3
Ballerup;2299;144;2;Nygårdsvej;0;5;0;6;2;7;1;2
Ballerup;2299;157;1;Nygårdsvej;4;10;8;13;0;7;6;5
Herlev;23;155;1;Elverhøjen;16;1;15;0;22;2;17;0
Herlev;23;155;2;Elverhøjen;7;0;9;0;6;0;6;0
Herlev;23;161;1;Elverhøjen;21;11;16;8;21;3;12;2
Herlev;23;161;2;Elverhøjen;17;11;13;9;;;;
Herlev;23;165;1;Elverhøjen;67;4;86;0;55;5;37;6
Herlev;23;167;1;Elverhøjen;83;4;90;13;61;5;47;3
Herlev;23;168;1;Elverhøjen;63;7;73;4;127;13;45;4
Herlev;23;350S;2;Elverhøjen;108;190;68;178;53;214;33;90
Herlev;23;5C;2;Elverhøjen;36;314;38;259;38;392;28;217
København;230;2A;1;Vester Farimagsgade;126;354;181;331;82;249;42;129
Frederiksberg;2303;26;2;Værnedamsvej;152;247;165;284;;;;
Frederiksberg;2303;7A;2;Værnedamsvej;;;;;354;418;234;241
Frederiksberg;2303;93N;2;Værnedamsvej;2;0;3;0;4;0;1;0
Frederiksberg;2304;26;2;Kingosgade;100;112;74;124;54;38;29;12
Frederiksberg;2304;71;1;Kingosgade;5;5;5;3;3;4;7;7
Frederiksberg;2304;7A;2;Kingosgade;;;;;183;168;126;94
Frederiksberg;2304;93N;2;Kingosgade;0;1;2;1;1;0;1;0
Frederiksberg;2304;9A;2;Kingosgade;;;;;104;103;49;55
Frederiksberg;2305;26;2;Platanvej;47;143;35;117;57;40;37;20
Frederiksberg;2305;71;1;Platanvej;14;11;11;9;10;14;8;14
Frederiksberg;2305;7A;2;Frederiksberg Allé St.;;;;;511;289;249;167
Frederiksberg;2305;93N;2;Platanvej;0;1;0;0;15;0;4;0
Frederiksberg;2305;9A;2;Frederiksberg Allé St.;;;;;99;98;78;58
Frederiksberg;2306;26;2;Frydendalsvej;27;85;26;103;31;21;12;10
Frederiksberg;2306;71;1;Frydendalsvej;4;6;4;4;3;3;10;12
Frederiksberg;2306;7A;2;Frydendalsvej;;;;;50;66;42;24
Frederiksberg;2306;93N;2;Frydendalsvej;0;0;0;0;0;0;0;0
Frederiksberg;2307;6A;2;De Små Haver;205;126;193;142;;;;
Frederiksberg;2307;7A;2;De Små Haver;;;;;123;84;76;76
Frederiksberg;2308;6A;2;Zoologisk Have;126;287;92;257;;;;
Frederiksberg;2308;7A;2;Zoologisk Have;;;;;94;259;36;113
Frederiksberg;2310;6A;2;Solbjerg Kirkegård;29;97;31;121;;;;
Frederiksberg;2310;7A;2;Solbjerg Kirkegård;;;;;39;113;27;85
Frederiksberg;2311;6A;2;Dalgas Boulevard;114;345;99;312;;;;
Frederiksberg;2311;7A;2;Dalgas Boulevard;;;;;129;344;64;207
Rødovre;2312;13;2;Ørbygård;9;18;11;20;;;;
Rødovre;2312;132;1;Ørbygård;13;2;18;13;11;17;12;12
Rødovre;2313;13;2;Veronikavej;3;20;1;16;;;;
Rødovre;2313;132;1;Veronikavej;4;5;11;4;6;5;4;5
Rødovre;2314;13;2;Sylvestervej;4;20;4;22;;;;
Rødovre;2314;132;1;Sylvestervej;2;7;3;8;6;12;0;1
Rødovre;2315;13;2;Præstebakken;11;28;9;35;;;;
Rødovre;2315;132;1;Præstebakken;0;0;5;9;5;15;4;10
Rødovre;2316;132;1;Rødovre Kirke;16;7;17;19;;;;
Rødovre;2316;9A;1;Rødovre Kirke;;;;;49;55;45;21
Rødovre;2317;132;1;Gunnekær;30;23;27;34;;;;
Rødovre;2317;9A;1;Gunnekær;;;;;67;32;35;20
Rødovre;2319;132;1;Schweizerdalsvej;14;79;21;61;;;;
Rødovre;2319;9A;1;Schweizerdalsvej;;;;;138;111;79;53
Rødovre;2320;132;1;Jyllingevej;29;46;34;22;29;22;19;15
Rødovre;2321;132;1;Fortvej;23;44;22;64;14;34;16;27
Rødovre;2322;132;1;Horsevænget;5;34;11;40;8;30;6;26
Rødovre;2324;132;2;Slotsherrensvej;29;12;23;6;37;9;28;6
Rødovre;2325;132;2;Fortvej;40;24;38;18;36;10;21;16
Rødovre;2326;132;2;Jyllingevej;20;34;21;31;;;;
Rødovre;2326;9A;2;Jyllingevej;;;;;113;284;85;199
Rødovre;2327;132;2;Schweizerdalsvej;57;16;62;21;;;;
Rødovre;2327;9A;2;Schweizerdalsvej;;;;;82;118;42;87
Rødovre;2328;132;2;Tæbyvej;23;15;22;4;;;;
Rødovre;2328;9A;2;Tæbyvej;;;;;32;116;25;73
Rødovre;2329;132;2;Gunnekær;9;132;17;71;;;;
Rødovre;2329;9A;2;Gunnekær;;;;;57;90;20;49
Rødovre;2331;13;1;Præstebakken;35;11;32;16;;;;
Rødovre;2331;132;2;Præstebakken;10;9;3;5;23;8;7;8
Rødovre;2332;13;1;Sylvestervej;23;7;20;5;;;;
Rødovre;2332;132;2;Sylvestervej;9;0;8;0;7;2;5;1
Rødovre;2333;13;1;Veronikavej;22;2;23;4;;;;
Rødovre;2333;132;2;Veronikavej;4;0;8;9;7;9;7;5
Frederiksberg;2334;6A;1;Dalgas Boulevard;361;124;361;99;;;;
Frederiksberg;2334;72;1;Dalgas Boulevard;;;;;14;21;14;20
Frederiksberg;2334;7A;1;Dalgas Boulevard;;;;;352;90;223;52
Frederiksberg;2336;6A;1;Søndre Fasanvej;209;266;209;277;;;;
Frederiksberg;2336;72;1;Søndre Fasanvej;;;;;0;15;0;14
Frederiksberg;2336;7A;1;Søndre Fasanvej;;;;;189;215;101;179
Frederiksberg;2337;6A;1;Zoologisk Have;259;138;148;99;;;;
Frederiksberg;2337;72;1;Zoologisk Have;;;;;0;4;0;4
Frederiksberg;2337;7A;1;Zoologisk Have;;;;;294;106;62;41
Frederiksberg;2338;26;1;Frederiksberg Runddel;93;47;81;41;43;63;21;24
Frederiksberg;2338;7A;1;Frederiksberg Runddel;;;;;131;106;54;41
Frederiksberg;2338;93N;1;Frederiksberg Runddel;0;0;2;6;0;0;1;2
Frederiksberg;2339;26;1;Frydendalsvej;80;35;94;26;19;33;14;20
Frederiksberg;2339;7A;1;Frydendalsvej;;;;;42;44;27;35
Frederiksberg;2339;93N;1;Frydendalsvej;0;0;0;0;0;0;0;0
#I/T;234;68;1;H.C. Ørsteds Vej;;;22;4;;;;
Frederiksberg;2340;26;1;Platanvej;114;37;128;31;49;119;23;72
Frederiksberg;2340;7A;1;Frederiksberg Allé St.;;;;;312;479;175;241
Frederiksberg;2340;93N;1;Platanvej;0;0;0;0;0;4;0;3
Frederiksberg;2340;9A;1;Frederiksberg Allé St.;;;;;176;263;78;128
Frederiksberg;2341;26;1;Kingosgade;116;76;98;83;;;;
Frederiksberg;2341;31;1;Kingosgade;;;7;15;;;;
Frederiksberg;2341;7A;1;Kingosgade;;;;;182;163;99;101
Frederiksberg;2341;93N;1;Kingosgade;0;0;0;1;0;0;0;0
Frederiksberg;2341;9A;1;Kingosgade;;;62;74;;;;
#I/T;2342;26;1;Værnedamsvej;120;115;120;131;;;;
#I/T;2342;31;1;Værnedamsvej;;;9;43;;;;
#I/T;2342;93N;1;Værnedamsvej;1;0;0;1;;;;
#I/T;2342;9A;1;Værnedamsvej;;;51;111;;;;
København;2344;26;1;Tordenskjoldsgade;;;;;5;49;2;22
København;2344;66;1;Tordenskjoldsgade;2;84;4;118;;;;
København;2345;26;1;Nyhavnsbroen;;;;;9;118;1;71
København;2345;66;1;Nyhavnsbroen;5;190;38;226;;;;
Rødovre;2346;21;1;Randrupvej;25;34;27;33;27;51;9;33
Rødovre;2347;21;1;Hendriksholm Kirke;6;45;7;41;4;43;1;21
Rødovre;2349;21;2;Hendriksholm Kirke;28;11;40;9;49;6;19;5
København;235;250S;1;Jagtvej;142;100;135;114;80;55;41;35
København;235;68;1;Jagtvej;;;36;8;;;;
Gladsaxe;2357;166;1;Værebroparken;;;;;184;1;189;1
Gladsaxe;2357;166;2;Værebroparken;;;;;4;295;1;254
Gladsaxe;2357;68;1;Værebroparken;1;247;1;237;;;;
Gladsaxe;2357;68;2;Værebroparken;154;0;171;0;;;;
Gladsaxe;2358;165;2;Bagsværd Svømmehal;2;27;4;32;3;39;0;23
Gladsaxe;2359;165;2;Mosedybet;8;13;6;16;5;11;2;11
København;236;250S;1;Hillerødgade;88;232;86;225;;;;
København;236;68;1;Hillerødgade;17;11;20;11;23;96;6;11
Furesø;2360;165;2;Tibbevangen;6;11;4;6;9;4;5;8
Furesø;2361;165;2;Åvej;2;4;2;4;5;1;1;1
Furesø;2362;165;2;Lærketoften;8;9;2;3;9;7;6;6
Furesø;2363;165;2;Teglbrændertoften;2;6;1;0;4;3;7;6
Furesø;2364;165;2;Tibberup Allé;3;2;4;3;5;6;5;3
Furesø;2365;165;2;Skovbovænget;1;3;2;0;1;1;0;0
#I/T;2366;851;1;Skovmose Allé;0;1;2;0;0;1;0;0
#I/T;2367;851;1;Hareskov Skole;3;0;0;0;0;0;0;0
#I/T;2368;851;1;Hareskov Idrætsanlæg;1;0;0;0;0;0;0;0
#I/T;2369;851;1;Syvstjerne Vænge;0;1;1;0;1;0;0;0
København;237;68;1;Mågevej;8;31;9;35;12;179;5;37
#I/T;2370;851;1;Syvstjerneskolen;2;0;3;0;9;0;4;0
Furesø;2371;151;1;Læssevej;123;1;120;1;103;2;93;2
Furesø;2372;151;1;Vesterbo Vænge;10;8;10;5;9;4;6;4
Furesø;2373;151;1;Gyvelvej;19;15;15;23;9;15;9;14
Furesø;2374;151;1;Søndersøskolen;22;54;24;58;24;42;17;28
Furesø;2375;151;1;Dalsø Park;7;43;8;37;10;41;3;31
Furesø;2377;151;1;Lejrvej ved Bundsvej;0;9;0;6;0;4;0;5
Furesø;2378;151;1;Storkekrogen;14;53;10;42;8;44;6;32
Furesø;2379;151;1;Knud Hjortøsvej;4;15;1;16;2;23;1;15
København;238;68;1;Hulgårdsvej;32;28;40;26;12;66;4;31
Furesø;2380;151;1;Kirke Værløse Kirke;1;17;1;10;1;10;1;5
Furesø;2387;151;2;Lejrvej;15;1;15;0;17;2;13;0
Furesø;2389;151;2;Dalsø Park;39;1;38;1;27;3;21;0
København;239;250S;1;Bellahøj;233;344;233;357;;;;
København;239;68;1;Bellahøj;73;28;82;38;100;93;29;43
Furesø;2390;151;2;Søndersøskolen;44;10;62;18;58;22;20;8
Furesø;2391;151;2;Elmevej;6;3;8;4;12;5;3;2
Furesø;2392;151;2;Vesterbo Vænge;1;6;1;7;2;8;1;4
Furesø;2393;151;2;Læssevej;5;92;7;106;6;91;2;51
Furesø;2394;851;1;Syvstjerneskolen;0;0;0;10;0;2;0;2
#I/T;2395;851;1;Syvstjerne Vænge;1;3;0;0;1;1;1;1
#I/T;2396;851;1;Hareskov Idrætsanlæg;0;0;0;0;0;0;0;0
#I/T;2397;851;1;Hareskov Skole;0;1;0;0;0;2;0;1
Furesø;2398;165;1;Gl. Hareskovvej;2;1;2;5;1;2;1;0
Furesø;2398;165;2;Gl. Hareskovvej;1;1;1;0;3;1;1;1
Furesø;2398;851;1;Gl. Hareskovvej;0;0;0;0;1;0;1;0
Furesø;2399;165;1;Skovbovænget;2;2;2;1;2;1;4;0
Furesø;2399;851;1;Skovbovænget;0;0;1;0;1;1;1;1
Herlev;24;155;1;Herlev Bymidte;6;1;0;0;7;1;3;0
Herlev;24;161;1;Herlev Bymidte;21;7;27;4;30;3;21;1
Furesø;2400;165;1;Tibbevangen;3;6;7;2;9;9;5;2
Gladsaxe;2401;165;1;Mosedybet;22;4;21;4;19;4;8;2
Gladsaxe;2402;165;1;Bagsværd Svømmehal;40;5;38;9;24;3;5;2
Herlev;2407;164;1;Skinderskovvej;;;;;15;18;7;7
Herlev;2407;165;2;Skinderskovvej;2;4;2;4;;;;
København;241;250S;1;Mellemvangen;46;73;44;103;25;88;9;37
Herlev;2410;168;1;Tværskiftet;42;12;55;12;51;12;22;7
Herlev;2411;168;1;Herlev Stadion;96;29;187;80;211;113;70;33
Herlev;2412;168;1;Borgerdiget;45;25;33;8;91;18;16;4
Herlev;2413;168;1;Skelhøjen;26;13;19;17;19;18;11;9
Herlev;2414;168;1;Vindebyvej;14;18;21;10;19;14;9;7
Herlev;2415;168;1;Digestykket;7;12;22;10;8;8;5;2
Herlev;2416;167;1;Digestykket;6;27;15;23;7;24;7;8
Herlev;2417;167;1;Vindebyvej;12;23;7;25;10;16;3;20
Herlev;2418;167;1;Skelhøjen;11;31;14;42;6;29;3;20
Herlev;2419;167;1;Borgerdiget;13;40;13;30;16;39;7;31
Herlev;2420;167;1;Herlev Stadion;55;142;51;126;52;108;29;83
Herlev;2421;167;1;Tværskiftet;11;40;0;40;8;44;5;21
Herlev;2424;164;2;Skinderskovvej;;;;;4;5;2;3
Herlev;2424;165;1;Skinderskovvej;4;21;4;11;;;;
Furesø;2425;500S;2;Værløse st., under broen;176;185;204;182;196;190;99;112
Furesø;2425;55E;2;Værløse st., under broen;108;101;113;91;74;82;75;60
Furesø;2428;500S;2;Fiskebækbroen;5;12;3;10;7;9;4;4
Furesø;2432;500S;1;Fiskebækbroen;22;7;10;20;10;4;5;2
Gladsaxe;2435;166;1;Klausdalsbrovej;;;;;10;5;2;2
Gladsaxe;2435;68;2;Klausdalsbrovej;3;9;7;9;;;;
Gladsaxe;2436;166;1;Buddinge Torv;;;;;3;56;1;41
Gladsaxe;2436;68;2;Buddinge Torv;3;27;1;21;;;;
Gladsaxe;2437;166;2;Buddinge Torv;;;;;62;34;60;25
Gladsaxe;2437;68;1;Buddinge Torv;46;30;40;32;;;;
Gladsaxe;244;166;2;Mørkhøj;3;0;0;0;7;13;6;12
Gladsaxe;244;250S;1;Mørkhøj;;;;;14;224;6;119
Furesø;2440;152;1;Jonstrupvangvej;3;0;4;1;3;0;2;2
Furesø;2441;152;1;Genbrugsstation;0;0;2;1;0;0;0;1
Furesø;2442;152;1;Elsevej;0;0;1;3;0;0;0;2
Furesø;2443;152;1;Søndergårdsvej;0;4;6;38;5;29;4;23
Furesø;2443;500S;2;Søndergårdsvej;51;40;35;42;70;48;29;18
Furesø;2444;152;1;Kirke Værløsevej;3;114;6;47;0;35;3;37
Furesø;2446;500S;1;Værløse st., under broen;186;217;181;177;183;163;110;81
Furesø;2446;55E;1;Værløse st., under broen;99;164;70;91;50;80;30;51
Furesø;2447;152;2;Kirke Værløse Vej;13;3;37;5;21;6;12;11
Furesø;2448;152;2;Søndergårdsvej;3;0;21;3;17;7;11;3
Furesø;2448;500S;1;Søndergårdsvej;28;31;36;63;27;35;16;23
Furesø;2449;152;2;Elsevej;0;0;4;1;5;1;6;1
Gladsaxe;245;166;2;Sydmarken;15;8;22;12;11;43;7;29
Gladsaxe;245;200S;2;Sydmarken;20;168;24;155;10;135;27;66
Gladsaxe;245;250S;1;Sydmarken;;;;;11;271;8;149
Furesø;2450;152;2;Genbrugsstation;0;3;2;0;3;0;0;0
Furesø;2451;152;2;Jonstrupvangvej;0;0;1;3;0;3;1;0
Ballerup;2453;156;1;Ballerup Centret;25;1;30;3;21;0;16;0
Ballerup;2453;157;1;Ballerup Centret;37;0;29;2;26;0;16;2
Ballerup;2453;216;2;Ballerup Centret;17;0;9;0;12;0;17;1
Ballerup;2454;156;1;Baltoppen;27;21;20;28;8;15;9;12
Ballerup;2454;157;1;Baltoppen;16;23;19;22;22;15;9;10
Ballerup;2454;216;2;Baltoppen;14;2;7;3;8;2;6;3
Ballerup;2455;156;1;Ågerupvej;9;25;22;18;8;31;11;12
Ballerup;2456;156;1;Bueparken;17;21;17;21;7;39;5;9
Ballerup;2457;156;1;Sommerbuen;4;15;18;16;8;16;12;9
Ballerup;2458;156;1;Magleparken (Syd);60;56;57;43;25;60;38;33
Ballerup;2458;400;2;Magleparken (Syd);1;3;3;5;0;1;1;0
Ballerup;2459;156;1;Magleparken (Midt);110;90;110;82;84;84;77;46
Ballerup;2459;400;2;Magleparken (Midt);3;3;9;3;4;6;1;1
Ballerup;2460;156;1;Tapeten;60;56;69;47;46;34;33;25
Ballerup;2460;400;2;Tapeten;3;5;1;2;2;4;4;0
Ballerup;2461;156;1;Hedegårdsskolen;15;41;38;37;11;10;9;16
Ballerup;2461;400;2;Hedegårdsskolen;0;1;1;4;1;3;4;2
Ballerup;2463;152;1;Måløv Byvej;0;0;3;2;1;2;6;1
#I/T;2464;152;1;Klakkebjerg;0;0;0;0;;;;
Ballerup;2465;147;1;Måløv Parkvej;2;9;0;17;5;7;2;9
Ballerup;2466;147;1;Møllestykket;2;11;2;10;5;13;2;4
Ballerup;2467;147;1;Bakkesvinget;3;14;7;12;2;60;2;11
Ballerup;2468;147;1;Bavnevolden;1;6;0;4;0;11;1;1
Ballerup;2469;147;1;Måløv Kirke;5;14;3;9;5;10;1;9
Gladsaxe;247;160;2;Gladsaxe Kirke;;;;;5;4;5;4
Gladsaxe;247;161;2;Gladsaxe Kirke;23;7;27;12;;;;
Gladsaxe;247;164;2;Gladsaxe Kirke;;;;;21;34;10;14
Gladsaxe;247;165;2;Gladsaxe Kirke;23;1;24;0;39;4;22;1
Gladsaxe;247;42;2;Gladsaxe Kirke;37;65;27;41;;;;
Gladsaxe;247;68;1;Gladsaxe Kirke;;;;;25;25;2;7
Ballerup;2470;147;1;Eskebjerggård;9;21;13;26;7;49;6;22
Egedal;2472;147;1;Frugtvangen;14;13;14;20;8;15;9;5
Egedal;2473;147;1;Erantishaven Midt;16;25;10;14;13;14;7;11
Egedal;2474;147;1;Smørumnedrevej;40;30;39;26;18;23;19;16
Egedal;2475;147;1;Primulahaven;27;19;35;15;22;21;14;7
Egedal;2476;147;1;Åkandehaven;31;19;29;13;57;54;14;16
Egedal;2477;147;1;Latyrushaven;32;28;32;23;26;26;24;15
Egedal;2478;147;1;Flodvej;70;37;74;40;54;25;32;16
Egedal;2479;147;1;Tørveslettevej;3;1;2;1;6;0;1;1
Egedal;2479;216;1;Tørveslettevej;3;0;3;0;3;1;4;1
Gladsaxe;248;164;2;Gladsaxe Skole;;;;;9;9;10;11
Gladsaxe;248;165;2;Gladsaxe Skole;12;7;5;4;10;20;7;8
Gladsaxe;248;42;2;Gladsaxe Skole;9;43;13;48;;;;
Ballerup;2480;147;1;Pederstrupvej;23;0;22;1;2;0;10;2
Ballerup;2480;216;1;Pederstrupvej;12;0;9;0;3;1;2;1
Ballerup;2481;147;1;Baltorpbakken;72;16;85;16;49;22;32;21
Ballerup;2481;216;1;Baltorpbakken;20;4;22;5;23;7;14;6
Ballerup;2482;147;1;Vestbuen;45;19;37;24;31;13;17;6
Ballerup;2482;216;1;Vestbuen;10;1;10;1;20;2;8;2
Ballerup;2483;147;1;Baltoppen;12;16;30;43;15;16;3;11
Ballerup;2483;216;1;Baltoppen;0;10;3;10;0;7;2;11
Ballerup;2484;147;1;Ballerup Centret;1;31;1;50;7;60;0;20
Ballerup;2484;216;1;Ballerup Centret;0;10;0;10;0;15;0;7
Ballerup;2486;157;1;Vestbuen;15;37;17;63;8;60;6;27
Ballerup;2486;216;2;Vestbuen;2;11;9;11;2;11;4;13
Ballerup;2487;157;1;Baltorpbakken;11;47;17;68;31;55;12;43
Ballerup;2487;216;2;Baltorpbakken;7;13;13;16;6;9;2;13
Ballerup;2488;157;1;Pederstrupvej;0;18;1;25;2;21;3;22
Ballerup;2488;216;2;Pederstrupvej;1;4;2;4;2;2;1;4
Egedal;2489;157;1;Tørveslettevej;0;8;0;9;0;5;0;6
Egedal;2489;216;2;Tørveslettevej;0;2;1;1;4;1;2;1
Gladsaxe;249;164;2;Egegården;;;;;14;28;3;20
Gladsaxe;249;165;2;Egegården;10;9;11;10;10;8;9;8
Gladsaxe;249;42;2;Egegården;4;28;12;36;;;;
Egedal;2490;157;1;Flodvej;23;101;37;62;30;48;18;28
Egedal;2490;163;1;Flodvej;2;0;1;0;0;0;0;0
Egedal;2492;147;1;Kirsebærvangen;18;36;16;26;25;31;20;27
Egedal;2493;147;1;Havrevej;1;2;1;1;7;2;2;1
Ballerup;2496;157;1;Eskebjerggård;30;11;33;14;26;13;17;12
Ballerup;2496;158;2;Eskebjerggård;7;1;7;1;12;1;7;1
Ballerup;2497;157;1;Måløv Kirke;14;7;12;5;22;6;18;6
Ballerup;2498;157;1;Bavnevolden;9;3;9;1;6;2;3;3
Ballerup;2499;157;1;Bakkesvinget;17;2;10;7;14;25;6;5
Herlev;25;155;1;Mileparken;;;1;1;;;;
Herlev;25;161;1;Mileparken;23;8;20;5;27;8;14;6
Herlev;25;300S;1;Mileparken;142;167;163;168;110;126;75;87
Gladsaxe;250;164;2;HF 4. Juli 1917;;;;;8;14;4;10
Gladsaxe;250;165;2;HF 4. Juli 1917;3;0;6;5;2;6;2;5
Gladsaxe;250;42;2;HF 4. Juli 1917;3;26;4;18;;;;
Ballerup;2500;157;1;Møllestykket;10;3;18;6;13;3;6;2
Ballerup;2501;157;1;Måløv Parkvej;6;2;11;0;8;4;6;2
Ballerup;2502;152;2;Klakkebjerg;9;0;5;4;0;0;4;0
Ballerup;2505;158;1;Stationsvej;17;0;11;1;4;0;6;0
Greve;25063;120;1;Korskildelund;16;28;19;33;10;22;27;4
Greve;25064;120;2;Korskildelund;22;17;30;18;31;19;36;17
Greve;25065;120;1;Korskildemark;15;8;21;14;17;9;0;18
Greve;25066;120;2;Korskildemark;12;13;11;25;13;18;23;17
Greve;25067;120;1;Korskildeeng;2;2;2;5;5;3;0;4
Greve;25068;120;2;Korskildeeng;3;3;3;3;8;5;11;4
Gladsaxe;25076;160;1;Bagsværd st., terminalen;;;;;11;0;10;0
Gladsaxe;25076;160;2;Bagsværd st., terminalen;;;;;0;11;0;11
Gladsaxe;25076;165;1;Bagsværd st., terminalen;103;157;91;162;;;;
Gladsaxe;25076;165;2;Bagsværd st., terminalen;254;74;232;80;;;;
Gladsaxe;25076;250S;1;Bagsværd st., terminalen;;;;;0;72;0;50
Gladsaxe;25076;250S;2;Bagsværd st., terminalen;;;;;84;0;54;1
Gladsaxe;25077;165;1;Bagsværd st.;;;;;63;122;45;81
Gladsaxe;25077;165;2;Bagsværd st.;;;;;130;69;126;54
Gladsaxe;25077;166;1;Bagsværd st.;;;;;114;109;104;93
Gladsaxe;25077;166;2;Bagsværd st.;;;;;141;75;115;65
Gladsaxe;25077;68;1;Bagsværd st.;100;36;77;39;;;;
Gladsaxe;25077;68;2;Bagsværd st.;119;86;136;106;;;;
København;25081;22;1;Husum Torv;188;4;183;0;183;1;167;1
København;25081;22;2;Husum Torv;0;125;0;104;2;104;1;100
København;25082;2A;2;Amagerbro st.;248;144;330;182;;;;
København;25082;31;2;Amagerbro st.;;;;;181;99;99;66
København;25082;78;1;Amagerbro st.;4;3;4;2;;;;
København;25083;21;2;Hulgårds Plads;469;323;497;374;611;321;318;204
Ballerup;2509;158;2;Stationsvej;0;50;1;57;0;67;1;53
Lyngby-Taarbæk;25090;170;2;Sorgenfri st.;13;24;11;22;9;26;11;19
Lyngby-Taarbæk;25090;191;1;Sorgenfri st.;76;0;85;0;38;0;63;0
Lyngby-Taarbæk;25090;191;2;Sorgenfri st.;0;110;0;104;0;132;0;88
Lyngby-Taarbæk;25090;94N;1;Sorgenfri st.;3;0;1;2;3;0;1;0
Lyngby-Taarbæk;25091;170;1;Sorgenfri st.;6;14;13;18;16;15;4;10
Lyngby-Taarbæk;25091;94N;2;Sorgenfri st.;0;1;0;2;0;0;0;0
Herlev;25097;155;1;Literbuen;4;9;0;8;0;10;1;6
Herlev;25099;155;2;Marielundvej;2;1;0;2;3;2;2;2
Gladsaxe;251;165;2;Løvfrøvej;6;3;6;2;10;10;4;1
Ballerup;2510;147;1;Måløv Hovedgade;0;1;1;0;5;2;1;3
Ballerup;2510;152;1;Måløv Hovedgade;0;0;0;0;1;0;1;0
Ballerup;2510;163;2;Måløv Hovedgade;2;0;4;0;0;0;0;0
Herlev;25102;155;2;Mileparken;1;0;0;0;7;2;8;1
Herlev;25103;155;1;Lyskær;0;1;0;0;0;23;0;20
Herlev;25104;155;2;Lyskær;3;0;4;0;19;0;16;0
Herlev;25105;155;1;Hørkær;3;5;2;2;0;5;2;5
Greve;25106;120;1;Metalgangen;4;2;3;2;3;0;0;0
Greve;25107;120;2;Metalgangen;1;0;1;1;2;1;0;1
København;25109;5C;1;Klaksvigsgade;145;779;149;806;153;748;88;332
Ballerup;25110;143;2;Grantoftecentret;19;28;26;28;25;22;22;15
Ballerup;25110;144;2;Grantoftecentret;34;22;26;30;27;15;19;7
Roskilde;25117;201A;1;Linkøpingvej;32;77;34;89;28;69;15;44
Roskilde;25118;201A;2;Linkøpingvej;90;39;112;35;96;24;53;19
Vallensbæk;25127;143;2;Sønder Ringvej;4;1;0;0;6;0;9;0
Vallensbæk;25127;144;2;Sønder Ringvej;8;0;7;0;14;1;9;0
Vallensbæk;25128;143;1;Vejlegårdsparken;1;32;16;24;0;23;2;15
