,Date,Albertslund,Ballerup,Brøndby,Dragør,Frederiksberg,Gentofte,Gladsaxe,Glostrup,Herlev,Hvidovre,Høje-Taastrup,Ishøj,København,Rødovre,Tårnby,Vallensbæk,DayOfWeek
28,2020-03-03,30.80646258140496,30.727605116224474,29.74967330654205,33.16287119362499,20.652000978487944,27.33513627779359,25.95292541415842,27.619749232696638,25.369076027799988,26.90653850108333,32.28709037781376,32.289485064428575,22.861095913643997,23.50139594383222,28.760417122985082,30.279281678913044,Tuesday
29,2020-03-04,31.32037401042623,30.32672397010205,30.278115281588775,34.004816858474996,19.92817666869277,27.3431387287936,25.380942067890537,26.301201352795456,25.086842677111115,27.34850862278333,32.572033736573715,32.81801910271428,22.87318785513056,24.37496172563758,28.874724872313447,30.875463718695656,Wednesday
30,2020-03-05,31.31745721184426,30.068759016632647,29.956835127476644,33.61640112657501,19.6577025439759,27.482494856782935,25.165859032415838,26.509157266584268,24.86782822495557,27.55997988914168,34.452865155826736,33.028505810857155,22.86909523502655,24.060679953885906,28.85798392440297,30.486630909565218,Thursday
31,2020-03-06,32.09282819331967,30.750997207040797,30.4996595475701,33.88146237526251,20.538622565843365,27.680197488185055,25.723259187192124,26.990723282318182,25.48751995067778,27.762988228166673,32.79876053035857,32.79410993042857,23.005956075164505,24.487031507241603,29.153403494776136,32.04565543565217,Friday
32,2020-03-07,34.78349742808695,33.25470301573964,33.98303245832407,35.243016112,23.00349238164458,29.693929428694023,28.23142354626737,33.81714214607692,27.33652585592593,29.290234507171714,32.34975868876696,34.65077982268658,26.02815491974486,28.719343281417274,32.04838273007518,36.95203468533334,Saturday
33,2020-03-08,31.389529996969696,33.32446598317901,33.87606102861112,35.093147254725,23.788683832012044,29.979896098134308,28.39151020695699,31.782099096075946,28.283833788271615,29.679524890909097,32.90381174851376,34.266527202461546,25.669563932300463,28.59424952290071,32.94432920353384,32.96960659153846,Sunday
34,2020-03-09,31.310670747622957,30.759496766275504,30.08236263028038,33.850938495237514,20.03642217572892,28.547828132099657,26.53749118450736,26.294159697101108,25.82870584046668,27.32024504039167,32.52539263155918,32.93247576428571,22.850635120726107,24.097448121597317,28.403332591492543,30.905255336304347,Monday
35,2020-03-10,30.636772976487592,30.146646855329916,29.840646992990653,33.69823797658749,19.971453746325306,28.71026244060932,25.232789346029715,26.542750822011218,25.070477676466677,27.291474032074984,33.04587947465307,32.86238928414286,22.719701214154092,23.94306661408054,29.133936910474073,29.759054185999993,Tuesday
36,2020-03-11,31.24873162134711,30.17103839357143,30.275901792056068,33.681299265399986,19.961951599204827,27.59408403424555,26.054852284458114,27.247636911931803,25.226230757722224,27.607325785916657,32.863601781354575,32.51722042428571,23.131111412518074,24.70213752070269,29.36259984104478,30.315173364130438,Wednesday
37,2020-03-12,31.780454014811475,30.76504273663266,31.551991138691594,34.87535852160001,21.026842978865854,28.172695870192175,26.513063750448293,26.910991836977278,25.51416796733334,28.174785525441667,33.021800865657376,33.32242920114286,23.517302985682637,25.39973537179196,29.778547778522405,31.22726461826086,Thursday
38,2020-03-13,32.824584696418036,31.162854719846926,32.051011966635514,34.656351294325,21.648331965542177,28.65000335643931,28.81988463515763,28.448127539374994,26.13760960103333,28.73672391591667,33.250216670346745,33.64756492942857,24.00961623114573,25.928751643510196,30.079958256119397,32.79742591586957,Friday
39,2020-03-14,34.25716374947369,34.08085265720589,33.98255291410183,35.46832358631251,23.193505932325305,31.119524196529852,29.174695372564514,33.740054932265835,29.20725174444444,30.133767983737382,32.916822809618644,34.2984617540909,26.15603642127522,30.267561568191486,33.097684965940296,35.414402787272735,Saturday
40,2020-03-15,32.00609362444445,34.0967947182716,33.892835984490745,35.95768795388751,24.511562183813258,30.89807655611942,29.152352369037438,30.103883023037977,29.208387904320986,30.57466867151516,33.168703590972235,35.20071300249231,26.158976492586582,29.14831573504965,33.290262350223884,34.23294006342106,Sunday
41,2020-03-16,32.32911673590164,33.089044742368415,31.77668182747664,35.12933434828749,21.31949332426506,29.173390692853577,27.23161489413793,27.382177178875008,26.596456145544444,28.88706495316667,33.69154835265967,33.601828956811595,24.28273492454625,25.98301210404026,30.671625979179076,32.08812196760869,Monday
42,2020-03-17,31.74005169495041,32.51886402392857,31.95719895093457,35.18207751994999,21.502805211518073,29.032453645021434,27.992580779381182,28.36299727447728,27.07294429876668,29.047535731083336,32.38582644887397,33.53861422542858,24.18166202245211,26.061926705503357,31.14997079118519,31.664991872222227,Tuesday
43,2020-03-18,31.881581154040987,31.910480145765284,32.04790708635515,34.32411345125001,21.482197794253,29.383534451953736,26.59820842907389,27.997645195670454,25.81345372782221,28.659150995083333,32.701177107316,32.899978541714276,24.410656709660294,25.823806668506737,31.076793630447757,30.214694907777776,Wednesday
44,2020-03-19,32.46615156389344,33.27045596090426,32.37860184747664,34.425107070925,21.742092808518084,28.683000447664295,27.181952829487695,27.79337368138636,26.180520478111113,29.208187601800013,33.16380771222001,32.68409026528571,24.16318608806275,26.213107206946315,31.020073396716406,31.47450344955556,Thursday
45,2020-03-20,32.2239757851901,31.722985201811234,32.41035796271028,34.3101046702375,21.57570428450602,29.033761975928577,28.555268685704423,27.897373737534096,26.04508345221112,29.035367580333347,33.81149677150813,32.616823098142866,24.433481176418386,25.9514436312027,30.639734045149265,31.63916111044444,Friday
46,2020-03-21,35.1619709886,33.9903946103353,33.80052887379629,34.47636543855001,24.629140474442423,30.26517634712686,28.7513299668984,30.865078764740257,28.206296150617288,30.26210516020201,32.778577924672405,35.97027052776121,26.46653607068229,30.070600742581565,33.274339348421066,35.41279469933333,Saturday
47,2020-03-22,32.932284440707065,34.07792142191359,35.062289146018514,35.815377808112515,23.99100947730488,30.624254073358205,29.146708227326187,31.229678067012994,28.598915212592583,30.212124848080816,32.59624640325688,33.78709390046874,26.3962882984406,29.392226113517726,33.590549060526314,33.68816736342105,Sunday
48,2020-03-23,32.54760344559836,32.29748413382652,32.72906231333335,35.24614320211249,21.29865129309697,28.63614631961072,27.347161124502446,29.971375624659085,26.480410528333326,29.037068941775008,32.99096203287656,33.76073522728572,24.421321737001094,25.697631169288595,31.025533364104465,32.57603552478261,Monday
49,2020-03-24,32.838151401860664,32.751328280974356,32.03402362009347,34.50640139678748,21.67848228346666,28.942463931338093,26.708740060841563,28.687102339227273,26.308738886955553,29.27059486666666,35.38305346897122,33.6298158657143,24.4445087748895,26.30268184295303,31.731731427629622,31.058152709777783,Tuesday
50,2020-03-25,31.63944143181966,31.391243055357133,32.12916410271028,37.93522381365,21.533170644351507,29.34527974698931,27.66819698279704,27.858344983363626,26.23344096496666,29.86302442391665,32.04135728470916,33.52790139742856,24.059137696960544,26.479106014718127,30.375251174552243,32.86451444043479,Wednesday
51,2020-03-26,32.458820860401644,32.24891954249999,32.44994245130841,37.7398152033375,22.080381009987956,28.689149652689277,27.080259977152725,28.889939888181825,26.28661529151112,28.987907114833334,32.150229538844606,33.478781998,24.259223937619172,25.834572545972982,30.630256552910435,31.96988907826087,Thursday
52,2020-03-27,32.600094969256205,31.93752814673468,32.55794060822429,34.790265165524985,21.41649428997576,28.700384333978494,27.41430550898029,28.888535234431824,26.34616449435557,28.978915505833342,33.70939891552,33.38040544585716,24.187057565030884,26.289043662966442,30.745429117537324,29.84431646799999,Friday
53,2020-03-28,34.71500811605264,34.44393029269999,35.60919317176191,34.86699579536251,23.606677250375757,30.09878936503731,29.08550585198396,32.779889356402585,28.3457191262963,31.662318586597948,31.98641477141526,34.80850377166666,26.076181806153727,28.739306801297882,33.390586279481205,34.532448429782605,Saturday
54,2020-03-29,31.853349187171716,33.663021356459616,34.05221100161112,35.462919424175006,23.81637662319393,30.637630857174745,28.868315057748653,31.595729951333325,28.175861831629625,30.837638863571417,32.20196651711011,34.37756755156249,26.264847133110255,30.553682255127654,34.052787254626885,34.29557974342106,Sunday
55,2020-03-30,35.98716582434784,34.04035517192773,36.32348032049019,36.37278929292406,23.463110870128055,29.175195773582736,29.364710551780707,30.140814417,26.964618527654316,30.146154777596635,31.944053076371546,33.786469092903225,26.29252291313486,29.500605158857155,33.15001197291044,39.40006262399999,Monday
56,2020-03-31,34.04347741776859,32.685068298591716,32.26538955898148,37.034308280024995,24.719306870200004,29.460125019474628,27.96236180969354,29.54810145260525,27.120607578296305,31.914837690420168,31.856302622801575,33.77156168112903,25.799282978909066,28.435645982340432,33.234053929701496,33.40778830177777,Tuesday
57,2020-04-01,35.24436291619834,33.93480649404704,32.299511835777786,35.61785187881013,25.50395425413252,29.41102210468344,27.88687650849463,33.0253059675,27.498993156296287,31.147785729727268,32.001746215960324,34.074851198225815,25.77095940663169,29.614824470092852,33.28613202849624,34.509008767173924,Wednesday
58,2020-04-02,35.28864175142857,33.69168201369412,32.21548124184259,35.535460143675,23.891162896987822,29.92599411910072,28.147350126241935,28.58225115917334,27.232814532308634,30.319903978991597,32.10487708228515,33.196465400161294,25.771094357766373,28.43476732673051,31.909586182977453,40.0097330304878,Thursday
59,2020-04-03,34.660181421074384,34.0047159049647,32.94364101346153,36.043738691674996,23.142390128874226,29.840982495071938,28.646780291645154,30.990823044972217,27.743086789753093,29.939415324537812,31.84949688757371,34.08759439564516,26.04387639910562,28.199168324023606,33.235171775447775,36.95852430891304,Friday
60,2020-04-04,36.408109547207204,33.94364508635292,35.831602999287036,35.92803677682499,23.665903515333333,29.947447927490643,29.174284810161293,33.410065824402594,28.149550955432105,30.339428404646462,32.59520296144068,34.847730657666666,26.04259084109769,30.239502745631192,33.286713292164194,44.14559077684211,Saturday
61,2020-04-05,32.454942441414154,33.58104790161488,34.21932556644444,35.640995636012505,24.477712781295175,30.043560514589554,29.36717758442622,32.19820098194805,28.30126980814816,29.925980466969687,33.144963463128434,34.32277144403509,26.202241983352764,29.171631885035474,34.039127796343294,34.84430635564102,Sunday
62,2020-04-06,33.47820654983472,32.8168243104,34.823591897375,35.401667076649986,23.171458095530102,29.90100984599276,28.128670873427794,29.870130239565803,27.100866180753087,30.273708856638663,32.33254017367331,33.90177033935484,25.870235578363015,29.67107934404257,32.63008382037315,31.978819434565217,Monday
63,2020-04-07,33.87760565603306,34.2332892207143,33.57555667203704,35.56064733577501,22.800660597927266,29.958892986344082,28.58282417879144,29.526112444263145,27.90318211901234,30.42520812408696,32.08686591899603,34.36674573661291,25.586838657877294,29.03328591687234,31.771010027293244,34.72144926866666,Tuesday
64,2020-04-08,36.10722867892565,33.202021555529434,35.0632811237156,35.526736158925004,23.092398438612125,29.643677532175612,27.592174514811116,31.238436252236845,27.211561811111107,31.503353791008387,32.35845547231077,34.66607631483872,25.443940022894047,27.61111850141844,32.73126441328358,33.897335205999994,Wednesday
65,2020-04-09,31.85144162343434,33.77320393060868,34.161808230462974,35.48700219158751,23.889114943115157,30.419659642835818,29.326634161229034,31.825504178441573,28.353766380987654,30.21117254628284,31.874629516284408,34.973780953103436,26.22288289763955,28.85174935136169,33.403624773955215,34.12414853589744,Thursday
66,2020-04-10,32.424729829969685,33.78580302322223,39.70373328828571,36.17850173412659,23.572046394551517,30.55952431078357,29.36219553976469,31.66112658446754,29.17886241209877,30.026068963535355,32.97936161266054,36.775118871034486,26.428041405920794,29.399661995285722,33.429055165864646,34.882705480000006,Friday
67,2020-04-11,33.837161391415925,33.88360155217648,34.57775409648148,36.393717812799984,23.14421909453939,30.25568062727611,28.919604077565218,30.964320079987015,28.6209280137037,29.846531193232327,32.12962883724999,37.300854707999996,26.009734981303925,28.937214613297876,32.869573048776125,36.05737376478261,Saturday
68,2020-04-12,32.140663210707075,33.97751807127159,34.93893394550457,36.61094992218751,23.352069043533334,30.913318856641805,29.32985262242625,31.586094187402587,28.644888824444447,29.6137010738384,32.61682074072727,35.7041544063793,26.218492665016466,28.430130239929074,34.5637603014179,33.69507525820513,Sunday
69,2020-04-13,32.811226887474746,34.22632811446249,34.28455410349999,35.740141250175,23.622655973327273,30.6956407355597,29.031269011240617,31.96231807144736,28.70742698166668,30.05097141272727,32.94419902300001,36.81673155224137,26.060374134178215,29.22184983007094,34.0288100606015,35.478836310263155,Monday
70,2020-04-14,32.46701484231405,31.841235971137756,32.17007794981308,34.01179130252499,21.379294467563643,28.93319107960715,26.861007257344838,27.859044571363643,26.31183828500001,28.948168708058333,32.08425100143426,33.160614006642874,24.191925409902115,25.807541305073844,30.541646547582083,31.664165718666652,Tuesday
71,2020-04-15,32.216053378677685,31.769577633917535,32.7063648900926,34.64006494522501,21.16296659533334,28.461357691167862,26.572354555101,28.09908258673565,25.97301083576666,28.911166682400005,32.07807392791999,33.64676579457141,23.97290906364399,26.007677895483226,30.53665138921643,30.956782556666663,Wednesday
72,2020-04-16,32.15603759090911,31.51824834603094,31.675662373271024,34.96861774083749,21.562345480343378,28.419287418046274,26.450658263080378,27.52245126904546,25.625303406499995,28.42961210323334,31.77525451358024,33.71535758485714,23.78402961093843,25.760949647939604,30.5450822344776,30.952152232888874,Thursday
73,2020-04-17,31.846225531652877,31.722761656824723,31.85681010009345,34.65207808373749,21.44456029009697,28.716272173060478,26.271651272344815,27.793512506965907,25.43230225479999,28.858963866750006,31.829052286739984,34.08435210185715,23.779015360621383,25.94567702797973,30.760768567629626,32.419993846304344,Friday
74,2020-04-18,34.68284675860869,34.199777998823535,35.19414203255555,35.8496657180125,23.257114706453976,30.38085101940298,28.980318339649997,31.093741111883123,28.438525545925927,30.286624900202035,32.761703130714906,35.57691669164179,25.588966763531673,28.729016679687945,32.925693585895516,34.548893320888894,Saturday
75,2020-04-19,32.11090957090908,34.061856586296294,35.281438815277774,35.24059674668749,23.50557095670553,30.387945640597017,29.105190243796798,31.310434044605255,28.22785558728395,30.025664160606063,33.16459783981651,33.924024624375,26.060999239315006,28.67462970324822,33.35340710037596,32.51933122973685,Sunday
76,2020-04-20,32.244701973140494,31.387829736237105,31.619645342242993,34.88700472737501,21.252086017202448,28.704601473807156,26.408319501871944,28.171108619000005,25.27446620855555,28.402476382733326,31.524666546653382,33.33247789728571,23.64364837475511,25.54026226069126,31.19724910703704,32.088345445777776,Monday
77,2020-04-21,32.775604009655716,31.957481730876278,31.142192080093444,34.18618911514999,21.14010616503048,28.89477263455514,27.484809854906434,28.339902111360452,26.547078003255553,28.45169478515833,32.22312108635999,33.470726726428566,23.749215119402603,25.020206369953037,30.761368250666674,33.66608387934783,Tuesday
